6.51312e-007,21169.728008664,15330.386683068,14067.311765901,10316.16967522,8153.9208220459,5917.622350613,4387.9688077123,4544.5308577464,4624.9275861423,4508.5639003062
6.51322e-007,21678.533993096,15802.944602229,13084.135683516,9470.3414164649,8835.6000346643,6262.7816337659,5022.9201346487,5039.8465714967,4902.3192721066,4316.241396244
6.51331e-007,20633.0976583,17352.627725962,12912.352940126,10977.933896154,8067.8396013376,6124.9548285076,4709.0616770661,5756.6956232,4431.8090569782,3938.6803510203
6.5134e-007,20038.332285112,18017.144353945,12374.749563904,10948.277662746,7369.3993469327,6918.6003633322,4884.7138692477,5646.627644347,5041.3294785737,3769.3567595885
6.5135e-007,18505.48192261,16529.476421785,11739.672937986,11236.151193664,8176.9392512733,7628.9891177468,4705.1779805515,5422.3791205727,4662.8652289279,3937.201538582
6.51359e-007,20989.226271116,15159.473435455,12759.858293662,10427.957159397,8440.9742509812,7361.7822559949,4752.6769034103,5307.0853400504,4242.7057842109,4710.355648705
6.51369e-007,21407.926020145,13946.242262086,15183.51125258,10651.088266889,8614.3531594595,6647.4127130325,4881.3962907028,5251.5194929875,4291.3141567747,5004.0656948886
6.51378e-007,20192.056634089,15140.872276179,14830.192736174,10453.204114738,7752.1942363239,6547.5184689562,5664.0895728866,5518.2604010474,4311.4711674211,4000.7916274158
6.51388e-007,21745.329440042,14928.903371525,14322.106137758,11334.634042593,7687.5078117641,6382.9994729691,5801.5735521124,5594.3744966798,4795.1781400113,3729.5829977865
6.51397e-007,24056.037569446,14668.006024142,14412.045722884,12432.05529332,8831.6880805872,6062.6630033444,6164.2009740913,5451.3198044726,4954.206822691,4770.1692507123
6.51407e-007,26137.793629646,15361.611517407,14591.733148643,12279.982991886,9418.3197145828,5812.1586740789,5983.4777616337,5900.9907935518,4820.2000066324,5346.8475720785
6.51416e-007,23468.952215061,15024.693881603,13285.548584197,10990.637535614,9640.316946255,6402.9286162106,6130.3286850254,6178.9317735313,4463.0314314973,4756.7631402937
6.51425e-007,21007.698639073,14671.171802433,13173.639293374,10263.061299744,9133.04734721,6718.8306224503,5282.5512061453,5620.4993040994,3909.6370582067,3736.4386580052
6.51435e-007,19969.402762057,13521.389936221,12587.568943751,10764.294019539,8607.2097812758,7278.3106766066,5121.2264383438,5030.3795997098,3418.3763932509,3424.7145447835
6.51444e-007,20127.172239567,14803.864720286,12243.607294346,11216.969415628,7883.5649452207,6483.0280859814,5293.7335886182,4917.7221844785,3793.912819297,3897.4215766164
6.51454e-007,21561.331027791,15845.464449444,12636.631067072,11736.128418265,8003.0587520802,5897.6581928959,5601.7183552595,4519.4240919037,5447.406868492,4540.5626517349
6.51463e-007,23164.872675952,15083.709661726,13047.028169264,10619.083877107,7184.4309760073,6300.3885421036,5942.9646872477,4997.5891658243,4775.5210903222,4136.811006497
6.51473e-007,22850.403702166,15134.930110123,12935.946132123,10502.262902624,7559.0074243771,6410.8840589402,5662.3837433516,5317.7352929534,4495.2307088743,3789.0185467087
6.51482e-007,22630.61629995,15212.509565104,11853.327005495,10823.79780063,7739.438232052,6802.9260395366,5371.7324631642,4885.507171339,3951.1090018315,3980.7053239426
6.51491e-007,21269.899463326,16339.65018462,12649.369179443,11506.7362994,7446.157601616,7378.4460235393,5194.7476305676,5019.1207249313,3980.1711988178,3328.4472598301
6.51501e-007,22217.360704643,14966.905399848,14208.604786609,13645.174722024,7284.3458349953,7900.729853019,5075.1068975425,4816.6916047628,4676.8931676853,3238.6637922965
6.5151e-007,22470.929777368,12796.005020421,13561.432992645,14070.304774733,7317.1521666067,8127.1064197634,5712.0857539375,4870.3270144003,5290.1462346229,4115.5005376365
6.5152e-007,23422.014839765,12784.692910277,13331.065408348,13263.298276804,8926.2018580119,7587.8010100253,5969.8607444212,5480.6667635907,4934.2942655202,4589.1054392199
6.51529e-007,24505.829363021,13755.281045726,12804.523473446,10983.473335003,9448.2857182927,6250.8604752129,6204.2754716714,6280.5054774666,5384.8029093721,5189.9928945619
6.51539e-007,23669.133246967,15511.520260321,12303.042453544,9079.7595415271,8269.7087834547,6865.3388007913,6829.383545211,6858.9937556889,4824.3492928542,4980.86040538
6.51548e-007,22049.583393553,15674.258361771,12457.021773499,9121.4888957043,7528.7138546295,7232.9731308225,6810.4863825268,6470.3845501488,4398.0870497583,4433.9984233635
6.51557e-007,20768.276269873,15019.140908682,12702.167546732,10454.893474613,7933.0464425551,6272.936084768,6184.2278977107,6146.2101032576,4433.2972531744,4583.2563312952
6.51567e-007,21700.040660444,14560.231463075,11897.572122921,10716.043414137,8146.2184725303,5561.6244220642,5686.1069110254,6333.8378281626,4869.5861783475,4103.7023903319
