All lines,All lines,All lines,All lines,All lines,All lines,All lines,1 _651730 VoigtApparatus,1 _651730 VoigtApparatus,1 _651730 VoigtApparatus,1 _651730 VoigtApparatus,1 _651730 VoigtApparatus,1 _651730 VoigtApparatus,1 _651730 VoigtApparatus,1 _651730 VoigtApparatus,1 _651730 VoigtApparatus,1 _651730 VoigtApparatus,1 _651730 VoigtApparatus,1 _651730 VoigtApparatus,1 _651730 VoigtApparatus,1 _651730 VoigtApparatus,1 _651730 VoigtApparatus,1 _651730 VoigtApparatus,1 _651730 VoigtApparatus,2 Mo1_651983 VoigtApparatus,2 Mo1_651983 VoigtApparatus,2 Mo1_651983 VoigtApparatus,2 Mo1_651983 VoigtApparatus,2 Mo1_651983 VoigtApparatus,2 Mo1_651983 VoigtApparatus,2 Mo1_651983 VoigtApparatus,2 Mo1_651983 VoigtApparatus,2 Mo1_651983 VoigtApparatus,2 Mo1_651983 VoigtApparatus,2 Mo1_651983 VoigtApparatus,2 Mo1_651983 VoigtApparatus,2 Mo1_651983 VoigtApparatus,2 Mo1_651983 VoigtApparatus,2 Mo1_651983 VoigtApparatus,2 Mo1_651983 VoigtApparatus,2 Mo1_651983 VoigtApparatus,3 W1_653238 VoigtApparatus,3 W1_653238 VoigtApparatus,3 W1_653238 VoigtApparatus,3 W1_653238 VoigtApparatus,3 W1_653238 VoigtApparatus,3 W1_653238 VoigtApparatus,3 W1_653238 VoigtApparatus,3 W1_653238 VoigtApparatus,3 W1_653238 VoigtApparatus,3 W1_653238 VoigtApparatus,3 W1_653238 VoigtApparatus,3 W1_653238 VoigtApparatus,3 W1_653238 VoigtApparatus,3 W1_653238 VoigtApparatus,3 W1_653238 VoigtApparatus,3 W1_653238 VoigtApparatus,3 W1_653238 VoigtApparatus,4 _653830 VoigtApparatus,4 _653830 VoigtApparatus,4 _653830 VoigtApparatus,4 _653830 VoigtApparatus,4 _653830 VoigtApparatus,4 _653830 VoigtApparatus,4 _653830 VoigtApparatus,4 _653830 VoigtApparatus,4 _653830 VoigtApparatus,4 _653830 VoigtApparatus,4 _653830 VoigtApparatus,4 _653830 VoigtApparatus,4 _653830 VoigtApparatus,4 _653830 VoigtApparatus,4 _653830 VoigtApparatus,4 _653830 VoigtApparatus,4 _653830 VoigtApparatus,5 Mo_unknown_654472 VoigtApparatus,5 Mo_unknown_654472 VoigtApparatus,5 Mo_unknown_654472 VoigtApparatus,5 Mo_unknown_654472 VoigtApparatus,5 Mo_unknown_654472 VoigtApparatus,5 Mo_unknown_654472 VoigtApparatus,5 Mo_unknown_654472 VoigtApparatus,5 Mo_unknown_654472 VoigtApparatus,5 Mo_unknown_654472 VoigtApparatus,5 Mo_unknown_654472 VoigtApparatus,5 Mo_unknown_654472 VoigtApparatus,5 Mo_unknown_654472 VoigtApparatus,5 Mo_unknown_654472 VoigtApparatus,5 Mo_unknown_654472 VoigtApparatus,5 Mo_unknown_654472 VoigtApparatus,5 Mo_unknown_654472 VoigtApparatus,5 Mo_unknown_654472 VoigtApparatus,6 _654953 VoigtApparatus,6 _654953 VoigtApparatus,6 _654953 VoigtApparatus,6 _654953 VoigtApparatus,6 _654953 VoigtApparatus,6 _654953 VoigtApparatus,6 _654953 VoigtApparatus,6 _654953 VoigtApparatus,6 _654953 VoigtApparatus,6 _654953 VoigtApparatus,6 _654953 VoigtApparatus,6 _654953 VoigtApparatus,6 _654953 VoigtApparatus,6 _654953 VoigtApparatus,6 _654953 VoigtApparatus,6 _654953 VoigtApparatus,6 _654953 VoigtApparatus,7 Mo_unknown_655345 VoigtApparatus,7 Mo_unknown_655345 VoigtApparatus,7 Mo_unknown_655345 VoigtApparatus,7 Mo_unknown_655345 VoigtApparatus,7 Mo_unknown_655345 VoigtApparatus,7 Mo_unknown_655345 VoigtApparatus,7 Mo_unknown_655345 VoigtApparatus,7 Mo_unknown_655345 VoigtApparatus,7 Mo_unknown_655345 VoigtApparatus,7 Mo_unknown_655345 VoigtApparatus,7 Mo_unknown_655345 VoigtApparatus,7 Mo_unknown_655345 VoigtApparatus,7 Mo_unknown_655345 VoigtApparatus,7 Mo_unknown_655345 VoigtApparatus,7 Mo_unknown_655345 VoigtApparatus,7 Mo_unknown_655345 VoigtApparatus,7 Mo_unknown_655345 VoigtApparatus,8 _655400 VoigtApparatus,8 _655400 VoigtApparatus,8 _655400 VoigtApparatus,8 _655400 VoigtApparatus,8 _655400 VoigtApparatus,8 _655400 VoigtApparatus,8 _655400 VoigtApparatus,8 _655400 VoigtApparatus,8 _655400 VoigtApparatus,8 _655400 VoigtApparatus,8 _655400 VoigtApparatus,8 _655400 VoigtApparatus,8 _655400 VoigtApparatus,8 _655400 VoigtApparatus,8 _655400 VoigtApparatus,8 _655400 VoigtApparatus,8 _655400 VoigtApparatus,9 Mo_unknown_655621 VoigtApparatus,9 Mo_unknown_655621 VoigtApparatus,9 Mo_unknown_655621 VoigtApparatus,9 Mo_unknown_655621 VoigtApparatus,9 Mo_unknown_655621 VoigtApparatus,9 Mo_unknown_655621 VoigtApparatus,9 Mo_unknown_655621 VoigtApparatus,9 Mo_unknown_655621 VoigtApparatus,9 Mo_unknown_655621 VoigtApparatus,9 Mo_unknown_655621 VoigtApparatus,9 Mo_unknown_655621 VoigtApparatus,9 Mo_unknown_655621 VoigtApparatus,9 Mo_unknown_655621 VoigtApparatus,9 Mo_unknown_655621 VoigtApparatus,9 Mo_unknown_655621 VoigtApparatus,9 Mo_unknown_655621 VoigtApparatus,9 Mo_unknown_655621 VoigtApparatus,10 Mo_unknown_655861 VoigtApparatus,10 Mo_unknown_655861 VoigtApparatus,10 Mo_unknown_655861 VoigtApparatus,10 Mo_unknown_655861 VoigtApparatus,10 Mo_unknown_655861 VoigtApparatus,10 Mo_unknown_655861 VoigtApparatus,10 Mo_unknown_655861 VoigtApparatus,10 Mo_unknown_655861 VoigtApparatus,10 Mo_unknown_655861 VoigtApparatus,10 Mo_unknown_655861 VoigtApparatus,10 Mo_unknown_655861 VoigtApparatus,10 Mo_unknown_655861 VoigtApparatus,10 Mo_unknown_655861 VoigtApparatus,10 Mo_unknown_655861 VoigtApparatus,10 Mo_unknown_655861 VoigtApparatus,10 Mo_unknown_655861 VoigtApparatus,10 Mo_unknown_655861 VoigtApparatus,11 D_656101 VoigtFWHM,11 D_656101 VoigtFWHM,11 D_656101 VoigtFWHM,11 D_656101 VoigtFWHM,11 D_656101 VoigtFWHM,11 D_656101 VoigtFWHM,11 D_656101 VoigtFWHM,11 D_656101 VoigtFWHM,11 D_656101 VoigtFWHM,11 D_656101 VoigtFWHM,11 D_656101 VoigtFWHM,11 D_656101 VoigtFWHM,11 D_656101 VoigtFWHM,11 D_656101 VoigtFWHM,11 D_656101 VoigtFWHM,11 D_656101 VoigtFWHM,11 D_656101 VoigtFWHM,12 H_656280 VoigtFWHM,12 H_656280 VoigtFWHM,12 H_656280 VoigtFWHM,12 H_656280 VoigtFWHM,12 H_656280 VoigtFWHM,12 H_656280 VoigtFWHM,12 H_656280 VoigtFWHM,12 H_656280 VoigtFWHM,12 H_656280 VoigtFWHM,12 H_656280 VoigtFWHM,12 H_656280 VoigtFWHM,12 H_656280 VoigtFWHM,12 H_656280 VoigtFWHM,12 H_656280 VoigtFWHM,12 H_656280 VoigtFWHM,12 H_656280 VoigtFWHM,12 H_656280 VoigtFWHM,13 _656763 VoigtApparatus,13 _656763 VoigtApparatus,13 _656763 VoigtApparatus,13 _656763 VoigtApparatus,13 _656763 VoigtApparatus,13 _656763 VoigtApparatus,13 _656763 VoigtApparatus,13 _656763 VoigtApparatus,13 _656763 VoigtApparatus,13 _656763 VoigtApparatus,13 _656763 VoigtApparatus,13 _656763 VoigtApparatus,13 _656763 VoigtApparatus,13 _656763 VoigtApparatus,13 _656763 VoigtApparatus,13 _656763 VoigtApparatus,13 _656763 VoigtApparatus,14 W1_657390 VoigtApparatus,14 W1_657390 VoigtApparatus,14 W1_657390 VoigtApparatus,14 W1_657390 VoigtApparatus,14 W1_657390 VoigtApparatus,14 W1_657390 VoigtApparatus,14 W1_657390 VoigtApparatus,14 W1_657390 VoigtApparatus,14 W1_657390 VoigtApparatus,14 W1_657390 VoigtApparatus,14 W1_657390 VoigtApparatus,14 W1_657390 VoigtApparatus,14 W1_657390 VoigtApparatus,14 W1_657390 VoigtApparatus,14 W1_657390 VoigtApparatus,14 W1_657390 VoigtApparatus,14 W1_657390 VoigtApparatus,15 _657516 VoigtApparatus,15 _657516 VoigtApparatus,15 _657516 VoigtApparatus,15 _657516 VoigtApparatus,15 _657516 VoigtApparatus,15 _657516 VoigtApparatus,15 _657516 VoigtApparatus,15 _657516 VoigtApparatus,15 _657516 VoigtApparatus,15 _657516 VoigtApparatus,15 _657516 VoigtApparatus,15 _657516 VoigtApparatus,15 _657516 VoigtApparatus,15 _657516 VoigtApparatus,15 _657516 VoigtApparatus,15 _657516 VoigtApparatus,15 _657516 VoigtApparatus,16 _658293 VoigtApparatus,16 _658293 VoigtApparatus,16 _658293 VoigtApparatus,16 _658293 VoigtApparatus,16 _658293 VoigtApparatus,16 _658293 VoigtApparatus,16 _658293 VoigtApparatus,16 _658293 VoigtApparatus,16 _658293 VoigtApparatus,16 _658293 VoigtApparatus,16 _658293 VoigtApparatus,16 _658293 VoigtApparatus,16 _658293 VoigtApparatus,16 _658293 VoigtApparatus,16 _658293 VoigtApparatus,16 _658293 VoigtApparatus,16 _658293 VoigtApparatus,17 _659174 VoigtApparatus,17 _659174 VoigtApparatus,17 _659174 VoigtApparatus,17 _659174 VoigtApparatus,17 _659174 VoigtApparatus,17 _659174 VoigtApparatus,17 _659174 VoigtApparatus,17 _659174 VoigtApparatus,17 _659174 VoigtApparatus,17 _659174 VoigtApparatus,17 _659174 VoigtApparatus,17 _659174 VoigtApparatus,17 _659174 VoigtApparatus,17 _659174 VoigtApparatus,17 _659174 VoigtApparatus,17 _659174 VoigtApparatus,17 _659174 VoigtApparatus,18 _659312 VoigtApparatus,18 _659312 VoigtApparatus,18 _659312 VoigtApparatus,18 _659312 VoigtApparatus,18 _659312 VoigtApparatus,18 _659312 VoigtApparatus,18 _659312 VoigtApparatus,18 _659312 VoigtApparatus,18 _659312 VoigtApparatus,18 _659312 VoigtApparatus,18 _659312 VoigtApparatus,18 _659312 VoigtApparatus,18 _659312 VoigtApparatus,18 _659312 VoigtApparatus,18 _659312 VoigtApparatus,18 _659312 VoigtApparatus,18 _659312 VoigtApparatus,19 _659862 VoigtApparatus,19 _659862 VoigtApparatus,19 _659862 VoigtApparatus,19 _659862 VoigtApparatus,19 _659862 VoigtApparatus,19 _659862 VoigtApparatus,19 _659862 VoigtApparatus,19 _659862 VoigtApparatus,19 _659862 VoigtApparatus,19 _659862 VoigtApparatus,19 _659862 VoigtApparatus,19 _659862 VoigtApparatus,19 _659862 VoigtApparatus,19 _659862 VoigtApparatus,19 _659862 VoigtApparatus,19 _659862 VoigtApparatus,19 _659862 VoigtApparatus,20 _660717 VoigtApparatus,20 _660717 VoigtApparatus,20 _660717 VoigtApparatus,20 _660717 VoigtApparatus,20 _660717 VoigtApparatus,20 _660717 VoigtApparatus,20 _660717 VoigtApparatus,20 _660717 VoigtApparatus,20 _660717 VoigtApparatus,20 _660717 VoigtApparatus,20 _660717 VoigtApparatus,20 _660717 VoigtApparatus,20 _660717 VoigtApparatus,20 _660717 VoigtApparatus,20 _660717 VoigtApparatus,20 _660717 VoigtApparatus,20 _660717 VoigtApparatus,21 _660849 VoigtApparatus,21 _660849 VoigtApparatus,21 _660849 VoigtApparatus,21 _660849 VoigtApparatus,21 _660849 VoigtApparatus,21 _660849 VoigtApparatus,21 _660849 VoigtApparatus,21 _660849 VoigtApparatus,21 _660849 VoigtApparatus,21 _660849 VoigtApparatus,21 _660849 VoigtApparatus,21 _660849 VoigtApparatus,21 _660849 VoigtApparatus,21 _660849 VoigtApparatus,21 _660849 VoigtApparatus,21 _660849 VoigtApparatus,21 _660849 VoigtApparatus,22 W1_660903 VoigtApparatus,22 W1_660903 VoigtApparatus,22 W1_660903 VoigtApparatus,22 W1_660903 VoigtApparatus,22 W1_660903 VoigtApparatus,22 W1_660903 VoigtApparatus,22 W1_660903 VoigtApparatus,22 W1_660903 VoigtApparatus,22 W1_660903 VoigtApparatus,22 W1_660903 VoigtApparatus,22 W1_660903 VoigtApparatus,22 W1_660903 VoigtApparatus,22 W1_660903 VoigtApparatus,22 W1_660903 VoigtApparatus,22 W1_660903 VoigtApparatus,22 W1_660903 VoigtApparatus,22 W1_660903 VoigtApparatus
Filename,Experiment nr,CHI^2,Degrees of freedom,Global constant (min intensity),Global noise stdev,Global constant error,height,center,hwhm,gwidth,shape,Area,FWHM,FWHA,GaussianFWHM,LorentzianFWHM,height error,center error,hwhm error,gwidth error,shape error,local constant,local constant error,height,center,hwhm,gwidth,shape,Area,FWHM,FWHA,GaussianFWHM,LorentzianFWHM,height error,center error,hwhm error,gwidth error,shape error,local constant,local constant error,height,center,hwhm,gwidth,shape,Area,FWHM,FWHA,GaussianFWHM,LorentzianFWHM,height error,center error,hwhm error,gwidth error,shape error,local constant,local constant error,height,center,hwhm,gwidth,shape,Area,FWHM,FWHA,GaussianFWHM,LorentzianFWHM,height error,center error,hwhm error,gwidth error,shape error,local constant,local constant error,height,center,hwhm,gwidth,shape,Area,FWHM,FWHA,GaussianFWHM,LorentzianFWHM,height error,center error,hwhm error,gwidth error,shape error,local constant,local constant error,height,center,hwhm,gwidth,shape,Area,FWHM,FWHA,GaussianFWHM,LorentzianFWHM,height error,center error,hwhm error,gwidth error,shape error,local constant,local constant error,height,center,hwhm,gwidth,shape,Area,FWHM,FWHA,GaussianFWHM,LorentzianFWHM,height error,center error,hwhm error,gwidth error,shape error,local constant,local constant error,height,center,hwhm,gwidth,shape,Area,FWHM,FWHA,GaussianFWHM,LorentzianFWHM,height error,center error,hwhm error,gwidth error,shape error,local constant,local constant error,height,center,hwhm,gwidth,shape,Area,FWHM,FWHA,GaussianFWHM,LorentzianFWHM,height error,center error,hwhm error,gwidth error,shape error,local constant,local constant error,height,center,hwhm,gwidth,shape,Area,FWHM,FWHA,GaussianFWHM,LorentzianFWHM,height error,center error,hwhm error,gwidth error,shape error,local constant,local constant error,height,center,hwhm,gwidth,shape,Area,FWHM,FWHA,GaussianFWHM,LorentzianFWHM,height error,center error,hwhm error,gwidth error,shape error,local constant,local constant error,height,center,hwhm,gwidth,shape,Area,FWHM,FWHA,GaussianFWHM,LorentzianFWHM,height error,center error,hwhm error,gwidth error,shape error,local constant,local constant error,height,center,hwhm,gwidth,shape,Area,FWHM,FWHA,GaussianFWHM,LorentzianFWHM,height error,center error,hwhm error,gwidth error,shape error,local constant,local constant error,height,center,hwhm,gwidth,shape,Area,FWHM,FWHA,GaussianFWHM,LorentzianFWHM,height error,center error,hwhm error,gwidth error,shape error,local constant,local constant error,height,center,hwhm,gwidth,shape,Area,FWHM,FWHA,GaussianFWHM,LorentzianFWHM,height error,center error,hwhm error,gwidth error,shape error,local constant,local constant error,height,center,hwhm,gwidth,shape,Area,FWHM,FWHA,GaussianFWHM,LorentzianFWHM,height error,center error,hwhm error,gwidth error,shape error,local constant,local constant error,height,center,hwhm,gwidth,shape,Area,FWHM,FWHA,GaussianFWHM,LorentzianFWHM,height error,center error,hwhm error,gwidth error,shape error,local constant,local constant error,height,center,hwhm,gwidth,shape,Area,FWHM,FWHA,GaussianFWHM,LorentzianFWHM,height error,center error,hwhm error,gwidth error,shape error,local constant,local constant error,height,center,hwhm,gwidth,shape,Area,FWHM,FWHA,GaussianFWHM,LorentzianFWHM,height error,center error,hwhm error,gwidth error,shape error,local constant,local constant error,height,center,hwhm,gwidth,shape,Area,FWHM,FWHA,GaussianFWHM,LorentzianFWHM,height error,center error,hwhm error,gwidth error,shape error,local constant,local constant error,height,center,hwhm,gwidth,shape,Area,FWHM,FWHA,GaussianFWHM,LorentzianFWHM,height error,center error,hwhm error,gwidth error,shape error,local constant,local constant error,height,center,hwhm,gwidth,shape,Area,FWHM,FWHA,GaussianFWHM,LorentzianFWHM,height error,center error,hwhm error,gwidth error,shape error,local constant,local constant error
HPW257A_05,1,1809424501.3482,nil,379153.33361871,7880.425610872,0,,,,,,,,,,,,,,,,23296.731250353,7099.8195507946,16906.133219816,6.5199177530269e-007,,2.8051072790919e-011,8.5849194470659e-011,8.4055985941234e-007,4.6708100002574e-011,2.7996863138449e-011,,,4257.1924271315,6.6516674356429e-012,,0,,24890.31984072,62091857304.05,6938.8241302067,6.5323720965474e-007,,2.8051072790919e-011,4.0066228640153e-011,3.4499296554324e-007,4.6708100001201e-011,2.7996863137602e-011,,,3860.0424561156,1.4597651153254e-011,,0,,25966.23948978,78554283868.219,,,,,,,,,,,,,,,,24635.048043621,82152.964349713,20339.038287792,6.5447566266625e-007,,2.8051072790919e-011,8.5849194470659e-011,1.0112412425409e-006,4.6708100002574e-011,2.7996863138449e-011,,,4655.2909946055,5.8342589790055e-012,,0,,16956.44023976,178414472097.12,,,,,,,,,,,,,,,,19446.043812702,1414947.5108515,4799.2182926258,6.553375732553e-007,,2.8051072790919e-011,8.5849194470659e-011,2.386134192182e-007,4.6708100002574e-011,2.7996863138449e-011,,,6272.4631827627,2.7677696769449e-011,,0,,19479.20643074,38154447823.566,,,,,,,,,,,,,,,,19685.101653225,50250.375516242,17512.74485801,6.5562080197461e-007,,2.8051072790919e-011,8.5849194470659e-011,8.7072012058433e-007,4.6708100002574e-011,2.7996863138449e-011,,,3633.777409463,5.629050510889e-012,,0,,19311.697794058,5668.8590706861,0.0068835234360449,6.5586999999999e-007,,2.8051072790919e-011,8.5849194470659e-011,3.4224345782875e-013,4.6708100002574e-011,2.7996863138449e-011,,,3648.5324574956,1.3918270225172e-005,,0,,19299.276313976,18747.693044301,21758.714670698,6.5609860107906e-007,7.1394374221307e-011,,1.3426637575576,4.4800887860878e-006,1.427502107193e-010,1.1979038661761e-010,,,2363.1836716501,,,,,17304.35293976,292686432857.67,9050.3378101653,6.5627760107906e-007,7.1394374221307e-011,,1.3426637575576,1.8634518420442e-006,1.427502107193e-010,1.1979038661761e-010,,,2332.2815869683,,,,,17279.87130373,153635508278.61,,,,,,,,,,,,,,,,18160.785236916,26382517.625189,1374.9094222818,6.5738859298973e-007,,2.8051072790919e-011,4.0066228640153e-011,6.8359432382991e-008,4.6708100001201e-011,2.7996863137602e-011,,,3730.8056108238,7.2971088953552e-011,,0,,16242.94294781,23956432303.602,,,,,,,,,,,,,,,,16242.94294781,3476378571.2908,,,,,,,,,,,,,,,,13470.5996498,52190841176.073,,,,,,,,,,,,,,,,14584.34732576,20784590714.692,,,,,,,,,,,,,,,,14458.74821885,0,,,,,,,,,,,,,,,,14180.97466872,93470865642.711,,,,,,,,,,,,,,,,12815.202514275,5827.6304246828,,,,,,,,,,,,,,,,14576.160485089,4356.4335965531,5931.8227768801,6.60912e-007,,2.8051072790919e-011,4.0066228640153e-011,2.9492563761114e-007,4.6708100001201e-011,2.7996863137602e-011,,,3090.027403811,1.2995717189461e-011,,0,,14193.089207617,5182.7745736185
HPW257A_05,2,580090758.58758,nil,112460.07613502,4212.2426606346,0,,,,,,,,,,,,,,,,12057.78553881,33010712577.954,7989.5636063024,6.5198845463516e-007,,2.8051072790919e-011,6.0052273599817e-011,3.9723491908887e-007,4.6708100001801e-011,2.799686313792e-011,,,2424.0808404432,8.0415267485264e-012,,0,,11878.10352619,28674239018.773,11348.388666613,6.5323729138748e-007,,2.8051072790919e-011,3.1947268237673e-011,5.6423310156954e-007,4.6708100000958e-011,2.799686313739e-011,,,2250.251567583,5.2031266648461e-012,,0,,10661.56008362,27219483382.886,,,,,,,,,,,,,,,,8094.317511734,41885.934060145,8030.4562334886,6.5446456247868e-007,,2.8051072790919e-011,6.0052273599817e-011,3.9926806886427e-007,4.6708100001801e-011,2.799686313792e-011,,,2460.8178178513,7.794133563805e-012,,0,,7728.81107419,86556945092.594,,,,,,,,,,,,,,,,11145.78269075,27457622.331111,1199.3781048243,6.5535323167188e-007,,2.8051072790919e-011,6.0052273599817e-011,5.9632151129133e-008,4.6708100001801e-011,2.799686313792e-011,,,4413.1077998514,5.6990299881672e-011,,0,,11308.516147522,60738.267981242,,,,,,,,,,,,,,,,11308.414416461,33620.60076274,8340.5087718913,6.5561474243962e-007,,2.8051072790919e-011,6.0052273599817e-011,4.1468364111262e-007,4.6708100001801e-011,2.799686313792e-011,,,2199.319010345,7.1433327428682e-012,,0,,11308.318802561,10587.087541977,956.10388822261,6.5586852976471e-007,,2.8051072790919e-011,6.0052273599817e-011,4.7536745358542e-008,4.6708100001801e-011,2.799686313792e-011,,,2438.7648918737,6.7535633231969e-011,,0,,10897.313040411,2354.5700662566,12860.9390083,6.5610997057994e-007,7.015470546432e-011,,4.820953130722,2.8147430855684e-006,1.4074124457924e-010,1.3497661817792e-010,,,1405.0995755684,,,,,9814.8852490521,6865286.9636966,7812.4002140953,6.5628897057994e-007,7.015470546432e-011,,4.820953130722,1.7098206802883e-006,1.4074124457924e-010,1.3497661817792e-010,,,1340.8794830675,,,,,9794.26856911,23589836357.155,,,,,,,,,,,,,,,,9337.3772506712,176568670.25199,101.96725836257,6.5738112372854e-007,,2.8051072790919e-011,3.1947268237673e-011,5.0697331695839e-009,4.6708100000958e-011,2.799686313739e-011,,,2499.79435295,6.482194412009e-010,,0,,9351.24649965,3184735670.9977,,,,,,,,,,,,,,,,9489.51176348,2038094881.3137,,,,,,,,,,,,,,,,10682.55713938,175401319606.86,,,,,,,,,,,,,,,,9978.5093123772,296825.07236476,,,,,,,,,,,,,,,,10577.10201706,23193538489.369,,,,,,,,,,,,,,,,10813.3424522,0,,,,,,,,,,,,,,,,10108.75926593,13949037937.761,,,,,,,,,,,,,,,,11535.805376553,58354.191147342,86.843264756233,6.6091199999972e-007,,2.8051072790919e-011,3.1947268237673e-011,4.3177799124903e-009,4.6708100000958e-011,2.799686313739e-011,,,1805.4575806882,5.1865341350042e-010,,0,,11253.318413575,20446.017791966
HPW257A_05,3,145526567.41244,nil,1635.4975242572,739.05111351353,0,,,,,,,,,,,,,,,,2164.9781474129,0,3232.0573508264,6.5199194460965e-007,,2.8051072790919e-011,7.4268087321225e-011,1.6069539007529e-007,4.6708100002227e-011,2.7996863138237e-011,,,932.84933843605,7.6226876526299e-012,,0,,2188.7247458732,39933.898752862,1442.006259844,6.5324497559197e-007,,2.8051072790919e-011,3.5098512581873e-011,7.1695435217881e-008,4.6708100001052e-011,2.7996863137496e-011,,,733.36576927563,1.33426170534e-011,,0,,2289.1676475794,763.19279363163,6195.8039124651,6.5383227173574e-007,,2.8051072790919e-011,1.3367619937864,8.7894558094033e-007,9.8400693314738e-011,8.2574008375996e-011,,,482.83387835479,3.6282723936226e-012,,0,0.30716943871114,2814.9438812328,399.13758564878,20047.046281621,6.5446773523752e-007,,2.8051072790919e-011,7.4268087321225e-011,9.9672362597739e-007,4.6708100002227e-011,2.7996863138237e-011,,,1164.0048563606,1.4780919893744e-012,,0,,2543.2409448958,1979471287.1859,,,,,,,,,,,,,,,,2906.4705803232,3977411.9354359,10517.126373361,6.553400271246e-007,,2.8051072790919e-011,7.4268087321225e-011,5.2290338369345e-007,4.6708100002227e-011,2.7996863138237e-011,,,2244.7771034802,3.0705513770532e-012,,0,,3124.2947901997,157783.91921126,,,,,,,,,,,,,,,,4304.4696401312,2942513.2210304,16693.699057406,6.556122061876e-007,,2.8051072790919e-011,7.4268087321225e-011,8.2999779726792e-007,4.6708100002227e-011,2.7996863138237e-011,,,887.92544814859,1.4400394657112e-012,,0,,4651.7649286959,2104188.3201575,14749.131325445,6.5585585097184e-007,,2.8051072790919e-011,7.4268087321225e-011,7.3331539460711e-007,4.6708100002227e-011,2.7996863138237e-011,,,882.53036675473,1.5969707817165e-012,,0,,4919.0847094414,2240545.5595551,10726.618065851,6.5610938209284e-007,4.4408612295046e-011,,4.713555691324,1.4861019645133e-006,8.913195666432e-011,8.5481197200561e-011,,,744.10116389811,,,,,2558.3973854483,208283.22773973,8562.1331601164,6.5628838209284e-007,4.4408612295046e-011,,4.713555691324,1.1862269012992e-006,8.913195666432e-011,8.5481197200561e-011,,,741.05579988549,,,,,2538.2845483332,264726156085.7,,,,,,,,,,,,,,,,3432.2410778558,306156334.05747,1964.589210675,6.5739519733969e-007,,2.8051072790919e-011,3.5098512581873e-011,9.7677855087073e-008,4.6708100001052e-011,2.7996863137496e-011,,,863.09258323381,1.2070974748857e-011,,0,,2355.1565622213,5026359942.5568,,,,,,,,,,,,,,,,2355.1565622213,4061761626.5337,,,,,,,,,,,,,,,,2609.8666316343,693.9408102826,,,,,,,,,,,,,,,,2473.9185625969,32.6702209801,,,,,,,,,,,,,,,,3248.6909241998,438.44989093049,,,,,,,,,,,,,,,,2758.2122995396,6339940687.5971,,,,,,,,,,,,,,,,2757.3016349144,837.28496891828,,,,,,,,,,,,,,,,3631.3845794384,1499.4212622729,2992.561303535,6.6091199999995e-007,,2.8051072790919e-011,3.5098512581873e-011,1.4878783195875e-007,4.6708100001052e-011,2.7996863137496e-011,,,845.10361727352,7.0451945882879e-012,,0,,3372.67668218,101.52713781989
