1	24	12	-4	15	-14	18	
2	25	14	0	3	8	1	
3	11	9	16	15	11	-23	
4	9	5	-9	3	-6	-30	
5	2	8	-2	-25	-6	-31	
6	-1	4	9	6	18	1	
7	47	21	13	-1	24	41	
8	-2	16	-11	-10	-18	1	
9	6	-2	4	16	5	15	
10	-10	-16	-24	-8	-1	-10	
11	6	20	22	6	-12	-9	
12	12	7	13	10	-1	4	
13	-2	8	-17	-6	-16	-13	
14	35	0	22	15	29	3	
15	14	13	-2	3	0	11	
16	21	22	16	27	17	25	
17	21	9	3	13	-3	12	
18	-33	-25	-39	-30	-27	-13	
19	4	10	-2	-4	8	-8	
20	27	-4	20	11	-4	-9	
21	17	17	14	13	16	3	
22	19	38	38	29	20	56	
23	5	7	-12	9	-4	2	
24	-9	14	17	11	4	7	
25	20	20	27	12	18	27	
26	-2	-18	-4	-13	-2	-40	
27	2	-2	-15	-4	10	-10	
28	-21	-9	-8	-3	17	9	
29	17	3	19	-9	-12	-2	
30	11	6	-6	7	-8	8	
31	19	-5	-11	5	-7	10	
32	-34	-16	-14	0	1	-16	
33	3	2	-26	-12	-15	-4	
34	17	6	18	21	17	12	
35	23	8	0	22	3	13	
36	6	12	-3	-13	-11	22	
37	3	13	5	10	-1	-8	
38	14	-2	-5	2	0	0	
39	7	2	2	-2	-7	4	
40	-15	21	-8	0	-13	10	
41	13	22	20	33	31	7	
42	4	-11	-21	-6	-10	-33	
43	-6	-5	-11	-14	13	-14	
44	0	10	-9	8	-4	8	
45	22	17	0	9	12	14	
46	14	-2	0	2	15	-15	
47	21	25	20	15	3	15	
48	-6	-4	6	5	17	10	
49	19	31	18	32	8	-10	
50	4	10	3	-8	-2	1	
51	-14	18	3	2	23	-4	
52	3	-2	-5	2	-3	2	
53	17	9	15	32	7	22	
54	-16	5	1	-12	-5	-9	
55	13	11	-8	14	-5	-9	
56	0	2	-5	4	-8	-10	
57	-12	21	12	9	9	-4	
58	-1	15	-8	-8	2	-7	
59	0	5	-9	-14	-4	-10	
60	13	-5	-5	0	15	-5	
61	-2	2	-22	-11	-7	-37	
62	-6	0	-6	-2	-18	-15	
63	2	16	26	4	12	-2	
64	20	2	20	-16	8	-8	
65	-10	17	-4	2	3	-9	
66	12	2	-1	-10	-1	-6	
67	5	7	-2	-7	12	-3	
68	6	-1	1	-8	-7	8	
69	-8	-3	-17	1	-14	1	
70	31	19	15	30	18	7	
71	27	20	3	5	8	6	
72	16	12	0	13	12	22	
73	-14	-23	-15	-12	-12	-12	
74	6	-11	-13	-12	-6	-9	
75	17	24	15	17	11	23	
76	-18	-24	-15	7	-18	-10	
77	39	-23	9	0	-4	13	
78	0	7	14	-18	-11	15	
79	25	17	28	12	-14	19	
80	32	24	37	28	27	30	
81	6	-22	-3	-2	4	18	
82	-18	-24	-14	-14	-29	-12	
83	16	10	22	-4	14	9	
84	-2	-10	-6	8	-11	-13	
85	-12	-11	-15	20	-16	-7	
86	1	-4	-5	5	-10	-23	
87	14	22	8	-5	12	15	
88	-3	-13	13	11	6	-9	
89	8	11	11	12	17	-11	
90	9	-2	-2	5	1	8	
91	11	-9	-7	-7	-19	-13	
92	38	27	16	24	13	20	
93	6	-5	1	2	9	-1	
94	0	6	3	-7	8	2	
95	-16	-13	-4	-18	-32	-22	
96	-10	8	-3	-23	-12	-11	
97	-6	-12	-7	-8	2	4	
98	6	7	-10	-3	-13	-3	
99	-3	-7	10	1	4	1	
100	-2	-9	-1	-4	-15	17	
101	-5	-22	-14	-15	-17	-14	
102	-11	-9	3	10	7	-2	
103	7	2	7	12	13	-20	
104	0	-4	5	-10	-11	-6	
105	-5	0	6	-9	-8	0	
106	2	-11	-12	-8	-25	3	
107	7	4	-3	-4	7	4	
108	19	0	13	22	24	43	
109	6	-5	1	4	2	6	
110	-3	-2	-8	2	-20	-17	
111	3	16	-4	19	23	14	
112	-4	-1	-10	-15	-3	-16	
113	14	-17	-26	11	-10	11	
114	-26	-5	-35	-20	-12	-20	
115	5	26	0	-8	12	12	
116	-12	11	-8	17	-2	-15	
117	-18	-6	-2	5	0	-4	
118	18	14	12	-7	11	-6	
119	-1	1	-1	13	10	-14	
120	1	-12	-16	-23	3	-27	
121	25	9	12	21	-14	20	
122	4	-16	4	12	5	-11	
123	-3	13	4	-10	1	-5	
124	3	-10	8	-1	-15	0	
125	-1	8	13	-2	-6	0	
126	32	11	24	7	17	3	
127	9	15	24	25	15	4	
128	10	-3	-26	-2	1	-18	
129	10	5	-11	7	-1	3	
130	0	11	2	-7	9	-2	
131	8	15	3	1	6	21	
132	-14	-8	11	-9	-22	-19	
