Experiment nr	CHI^2	Degrees of freedom	Constant	Constant error	Voigt1 height	Voigt1 height error	Voigt1 center	Voigt1 center error	Voigt1 gwidth	Voigt1 gwidth error	Voigt1 shape	Voigt1 shape error	Voigt1 Area	Voigt1 FWHM	Voigt1 GaussianFWHM	Voigt1 LorentzianFWHM	Voigt2 height	Voigt2 height error	Voigt2 center	Voigt2 center error	Voigt2 gwidth	Voigt2 gwidth error	Voigt2 shape	Voigt2 shape error	Voigt2 Area	Voigt2 FWHM	Voigt2 GaussianFWHM	Voigt2 LorentzianFWHM	Voigt3 height	Voigt3 height error	Voigt3 center	Voigt3 center error	Voigt3 gwidth	Voigt3 gwidth error	Voigt3 shape	Voigt3 shape error	Voigt3 Area	Voigt3 FWHM	Voigt3 GaussianFWHM	Voigt3 LorentzianFWHM
37,1	1.1231942374126	1209	1.4088417410482	0.10504112355583	2.5382818983634	0.28206733909005	997.22266496713	0.97338173554576	32.901825719415	2.0591717157095	0.48798551914427	0.41878372029736	238.01984813478	73.953556309863	54.785133436412	32.111229008966	1.995234293331	0.53676609936522	1357.0877328983	0.52766997623213	2.1718104034299	1.0309623392863	0.32486430045344	0.76752897094579	10.699763753488	4.4298153795507	3.6163015318716	1.4110873348555	3.0935419376707	0.65246809662937	1546.5742700588	0.48184149449641	0.08592531835202	4.3088897559812	30.179995483042	80.791647004487	25.216484216751	5.1906899563412	0.14307504001834	5.1864514394859
37,2	1.1307424857663	1209	1.419594782872	0.099476090740531	2.7135602620101	0.37246837904332	1008.9330114803	0.85302154087064	0.37609465251886	9.4861102581418	53.653349954415	113.31853706291	172.05162181553	40.367927822295	0.62623867437265	40.357476015157	3.5195221453632	0.57493242156981	1355.356121267	0.42898435233382	2.5088380263113	0.80006599632228	0.24887578274374	0.53862921261104	20.294354873266	3.5501264983177	4.1774893349065	-1.248778055151	1.8745070121151	0.40907560456988	1544.5557143504	0.67386716421984	7.0500756568465	1.2149123320187	8.6663051593366e-06	0.47607458106523	23.423943008619	11.73921132047	11.739145994236	0.00012219621407729
37,3	1.2082827504831	1209	1.4780914697898	0.10711222424994	2.8931208227679	0.36781510805058	1010.1108255541	0.84890170702251	10.255613903086	2.1132378946761	1.545871407058	0.94027915958826	167.35782252203	39.520328663775	17.076717290535	31.707720589215	1.2390901124907	0.34024664019513	1364.9900026152	0.98151312228896	13.342169254847	1.8772198672871	4.5595151826408e-05	0.5534011176467	29.303978551399	22.215518643916	22.216169071938	-0.0012166764657367	1.860825497268	0.44431227393666	1543.7807907358	0.66331699905162	5.762425485609	1.2186192012609	3.2280562684913e-05	0.53430822690976	19.006479077962	9.5952667070842	9.5950678189928	0.00037202867421068
37,4	1.1859144323993	1209	1.3787964438986	0.10447053394219	2.1433054997631	0.34019240270755	1005.0806708641	1.0339023347454	1.3099153007123	8.0921014422155	21.234070691715	32.615355113409	187.49543766216	55.721403462321	2.1811520476682	55.629668190969	4.6841964348695	0.71850054109213	1355.2951664511	0.40291933717276	0.5393618079806	1.2859501483927	3.5993345224892	3.4222434494886	29.598922304344	4.0935647564848	0.8980963206332	3.8826871511535	2.3165779875724	0.49246505954331	1545.317906526	0.5703538194751	3.6996923591885	1.1194337069677	0.29629495157902	0.63748972827468	20.607735050783	7.4163770121262	6.1603918670146	2.1924003368461
37,5	1.0051727464463	1210	1.4903030643505	0.093242847547861	2.613793885794	0.27504068963145	1011.9469137782	0.8160421665726	35.081864567045	1.5613434244674	0.0014105316635036	0.28088459178815	162.78703684959	58.468062764661	58.415136226607	0.098968161573124	-	-	-	-	-	-	-	-	-	-	-	-	4.1587512505825	0.59170792917954	1546.3007965355	0.38357184647343	1.5522986052903	0.82859678114543	0.9402645252589	0.82766181374311	25.743556887959	4.4806127184788	2.5847467234562	2.9191426223266
37,6	1.0860448631655	1209	1.3981462664	0.099503277532919	2.3192840445743	0.27687312132737	1009.6027416968	0.93204567774453	30.823369073784	1.9295878235487	0.37435770577127	0.39512718627076	184.64028216654	40.09858631779	51.324276107589	-23.077931461206	1.3475886089938	0.38987308456114	1357.2500472639	0.73989219277745	5.4586063037114	1.4404587302272	0.18041289651255	0.66718764427399	15.803138372075	8.0823303659251	9.0891756972987	-1.9696059483484	3.4125617010181	0.51861741788311	1548.8780425644	0.42228843500314	3.2694643343466	0.76457682326356	2.3783780371194e-06	0.43730134292464	19.77575923358	5.4440235292794	5.4440152151517	1.555204433191e-05
37,7	1.1203150523356	1209	1.4075605788662	0.096724948214586	2.7300947037769	0.35956978772794	1011.4502079332	0.84948974667158	2.3152284030904	4.5233822851775	9.5560363491075	9.2356465632966	190.78553962334	44.606562680979	3.8551081657524	44.248813552837	4.0906874715729	0.54508720084398	1355.7603488795	0.39139805467199	2.946019708657	0.66998977468685	0.059667386837977	0.39466609778828	22.818937648248	4.7202271302205	4.9054445860077	-0.35156259517748	1.7235635398255	0.60478644403494	1545.7668795716	0.52223462431756	0.64196295248342	1.3973461246964	2.1379587051561	2.7642222974638	8.123451440636	3.1332018352484	1.068938432565	2.7449805652993
37,8	1.1466002734824	1210	1.4052272530388	0.097894747133505	2.9389869546383	0.32176122243421	1008.598867796	0.86965808153212	9.7712956851824	2.5954290141604	2.6662148601489	1.4363104360025	255.65104292354	57.057311097035	16.270274559368	52.104747517484	-	-	-	-	-	-	-	-	-	-	-	-	3.008390511296	0.55203118913593	1547.2178510268	0.45558191935616	1.9403502695404	0.95734089171799	0.74223447736508	0.82068373173737	20.294664241485	5.0378151726087	3.2308951283339	2.880389736435
37,9	1.1498365475381	1209	1.4748090495844	0.0940795188717	2.4828120110642	0.2585369102563	1006.5845402639	0.84964307977019	38.819846766843	1.640993686056	0.00010786701505305	0.28076691131664	170.85410874555	64.63480783009	64.639284860341	-0.0083747619911122	1.8926658541962	0.45497772292606	1354.2898566139	0.51314865430176	3.3181596888454	0.90755896872501	2.0201658432005e-06	0.51215813402435	11.131331692606	5.5250911319186	5.5250982990116	-1.340646573138e-05	1.538197303472	0.40353338006902	1545.1819705997	0.61933602086164	4.8230387379079	1.0877457284908	1.1994261891978e-05	0.50371380934395	13.149629146154	8.0309481341813	8.0308862820748	0.00011569757947525
37,10	1.0695179347615	1209	1.3869338330851	0.0044660079394395	2.0896932323541	0.012661917423945	1011.4657037784	0.045830805614859	1.6538406650949	0.39139129748361	23.84267697432	1.4873812663752	259.09693526901	78.967170131071	2.7538253436897	78.863977489703	3.8538066252397	0.021452554538385	1355.9465730481	0.01800337211542	4.0425152955557	0.031602887008117	3.0763286533476e-06	0.016123956303029	27.613278734459	6.7312162033066	6.7312294999808	-2.4872211270628e-05	2.0373972499043	0.018638860505443	1546.0901071579	0.025909459159772	4.2564647899545	0.052131886008308	0.44489689723184	0.028524145988582	23.828307857707	9.3281055342504	7.087478776214	3.7873759564547
