6.51312e-007,413093.64295166,130612.94214843,3117.431384589,2719.9519271634,1392.3705393619,557.66367876813,1988.5897255003,1487.7656091441,1901.1442448667,1440.068074253,1273.1267021342,1130.034097461,3745.4489273215,1169.7820432036,1114.134919164,1909.0938340152,1956.7913689063,2624.5568573813,2664.3048031238,2083.9847952825,2028.3376712429,4047.533314965,1448.0176634015,1940.8921906092,1233.3787563917,1527.5135548866,2020.3880820944,692.80669429283,1130.034097461,2998.1875473614,1678.5557487083,1344.6730044708,2576.8593224902,661.00833769879,1010.7902602333,1249.2779346887,1829.5979425301,1758.0516401935,1416.2193068074,1273.1267021342,1638.8078029658,1487.7656091441,1694.4549270054,1440.068074253,1861.3962991241,1662.6565704113,1455.96725255,1829.5979425301,2123.732741025,2195.2790433616
6.51322e-007,404272.24659486,128726.30366871,4818.0790164568,2544.3877389935,1526.7916427861,795.39444863708,1423.4420392651,1463.1918867732,2083.2895078995,1709.6409413234,1661.9411243137,1439.3419782683,2894.1863970648,1184.9429542165,1184.9429542165,3148.5854211166,1805.0405753428,2671.5872510194,2806.7367325469,2711.3370985275,1192.8929237181,2448.988104974,1049.7934726889,2592.0875560032,1288.2925577375,1065.6934116922,1343.9423442489,1208.7928627213,1272.3926187343,3323.4847501522,2313.8386234465,1646.0411853104,2321.7885929481,493.29560757552,1169.0430152132,819.24435714194,2043.5396603914,1558.5915207926,1669.8910938153,755.64460112898,1590.3913987991,1010.0436251808,1224.6928017246,1995.8398433817,1781.190666838,731.79469262412,2337.6885319514,2782.8868240421,2520.5378304886,2123.0393554076
6.51331e-007,398428.31720168,126506.42413943,5392.4734071917,2895.4425122526,2116.1143985455,1328.8339571475,1376.5479232928,1750.3073247646,1933.2108616551,1519.6898217288,2243.3516415997,1893.4492232006,2004.7818108731,581.31515420397,1145.9304202571,2354.6842292722,764.21869109441,2823.8715630346,2259.2562969815,1837.7829293644,1392.4525786746,2012.7341385639,891.45593414863,1169.7874033297,1583.308443256,1066.4071433482,1527.6421494197,1718.4980140011,803.98032954885,2911.3471676344,2609.1587153806,1233.4060248568,2020.6864662548,684.69541418552,1503.7851663471,2259.2562969815,859.64662338508,1440.16654482,1392.4525786746,788.07567416708,2648.920353835,875.55127876685,1273.1676633113,1607.1654263286,1734.4026693828,1185.6920587115,2291.0656077451,2505.778455399,2203.5900031453,2291.0656077451
6.5134e-007,394875.86332374,126859.20410976,5745.5430164111,2970.1872894527,1125.2516772625,2127.2425700899,1411.5347894989,2182.9087308026,1443.3440241919,1308.1547767469,3168.9950062835,1284.2978507272,1777.3409884677,345.92542728565,1658.0563583692,2262.4318175349,512.92390942355,2167.0041134561,735.58855227409,2143.1471874364,783.30240431349,1626.2471236762,1554.6763456171,1419.4870981722,998.01473849079,1769.3886797944,1713.7225190818,1109.3470599161,990.06242981755,2103.3856440702,1650.1040496959,807.15933033319,1944.3394706056,1260.4409247075,1196.8224553216,1840.9594578535,838.96856502612,1992.053322645,1069.5855165499,1578.5332716368,2039.7671746844,926.44396043169,3017.9011414921,1721.674827755,1745.5317537747,1642.1517410227,1848.9117665268,1904.5779272394,1880.7210012197,1880.7210012197
6.5135e-007,394773.06397326,125441.41041589,4062.9086547968,1908.63699475,1996.0797558589,1876.839627074,1439.6258215295,2377.6481679705,1733.7514725322,1018.3106998229,1932.485020507,748.03307457715,366.46466246553,549.29952660235,1876.839627074,2059.6744912108,1304.4870089066,1837.0929174791,978.56399022792,2655.8751351352,1248.8416154737,2250.4586972666,2099.4212008058,1010.3613579039,1383.9804280965,2504.8376386744,1328.3350346636,112.08572105779,1089.8547770938,1845.0422593981,1614.5113437473,724.18504882018,2250.4586972666,1598.6126599093,1646.3087114233,2004.0290977779,1058.0574094178,2433.2935614035,827.52649376707,350.56597862755,1495.2712149624,914.96925487598,2910.254076543,1511.1698988004,1765.5488402081,1463.4738472864,1479.3725311244,2536.6350063504,1956.3330462639,1813.2448917221
6.51359e-007,397965.98460874,126862.80381721,4656.8652077778,2231.8286901541,1389.0291135373,1691.164810815,1142.5499920739,2621.4247208543,1365.1762953311,1094.8443556616,1102.7952950637,991.48214343502,784.75771898185,904.02181001252,1834.2817200518,2168.2211749377,1834.2817200518,2319.2890235765,1118.6971738677,2724.7869330808,1953.5458110825,2366.9946599888,2120.5155385254,2374.9455993909,1770.6742048354,2247.7305689581,1269.7650225066,625.73893094095,2104.6136597213,1651.4101138048,1937.6439322784,927.87462821866,3034.8735697606,1532.1460227741,1500.3422651659,2120.5155385254,1190.2556284861,1078.9424768575,983.53120403297,1389.0291135373,1357.2253559291,800.65959778594,3193.8923578015,2414.7002964011,1142.5499920739,2764.5416300911,1015.3349616412,2279.5343265663,1897.8892352682,1587.8025985884
6.51369e-007,408084.03927483,127470.78292429,3848.687379303,2815.5893836197,971.90680670814,892.43773011712,1504.349619868,2569.2352461876,1432.827450936,1019.5882526628,844.75628416251,1512.2965275271,1401.0398202996,534.82688545755,757.34029991239,2076.5269713233,1345.4114666859,3721.5368567573,2124.2084172779,2140.1022325961,2656.6512304377,1814.2790185729,1893.7480951639,1854.0135568684,2291.093478119,1774.5444802774,995.74752968545,1758.6506649592,1552.0310658226,1385.1460049814,2155.9960479143,1146.7387752084,2005.0048023914,1146.7387752084,1154.6856828675,1321.5707437086,1075.2166062765,622.24286970767,1218.2609441403,1385.1460049814,1679.1815883682,58.012425911442,3292.4038431658,1297.7300207313,1003.6944373445,2934.7929985063,1416.9336356178,3681.8023184618,1591.7656041181,1965.2702640959
6.51378e-007,400757.77338427,123562.82754969,3873.3121764401,1816.5456901295,768.30948861215,323.60322130176,1562.427823095,2062.7223738192,1951.5458069916,482.42688819833,696.83883850869,2118.310657233,1991.2517237157,1300.3687727157,458.60333816384,2245.3695907502,1514.780723026,2435.9579910261,1514.780723026,1848.3104235088,2173.8989406468,1649.7808398881,1721.2514899916,2197.7224906813,2237.4284074054,1467.1336229571,1054.192089026,1721.2514899916,1157.4274725087,1721.2514899916,1848.3104235088,1038.3097223363,1562.427823095,1308.3099560605,1689.4867566122,673.01528847421,1459.1924396122,188.60310443968,1618.0161065088,871.54487209492,2007.1340904054,371.25032137073,1935.6634403019,1586.2513731295,1625.9572898536,1840.369240164,966.83907223286,2888.6054416813,1800.6633234398,1951.5458069916
6.51388e-007,407136.82466098,125188.29367246,3919.6811921257,1623.7998290849,622.8273317038,479.83126064936,845.26566445516,1893.9035188544,1584.0786982364,916.76369998238,1210.700068261,2013.0669113998,2545.3300647691,932.65215232176,559.27352234627,1202.7558420913,1655.5767337637,2044.8438160785,1727.0747692909,2307.0032796784,1361.6403654851,1449.0268533517,1456.9710795214,2362.6128628662,1250.4211991094,1695.2978646121,686.38114106133,1552.3017935577,678.43691489164,1107.425128055,2227.5610179814,932.65215232176,1020.0386401884,1607.9113767455,1623.7998290849,392.44477278275,1639.6882814243,1051.8155448671,2005.1226852301,797.60030743701,2259.3379226602,614.88310553411,1274.2538776185,2219.6167918118,1687.3536384424,1893.9035188544,1758.8516739697,2179.8956609633,2362.6128628662,2338.7801843571
6.51397e-007,404983.68726715,128317.41601142,4935.132378266,1882.964825916,1255.0449388439,754.29869978651,484.05469775552,992.74928981386,571.48658076554,1270.9416448458,2177.0538869497,1421.9603518631,1652.4625888895,523.79646276007,468.15799175369,547.64152176281,2439.3495359798,1469.6504698686,841.73058279654,1604.7724708841,1135.8196438303,1366.3218808567,1477.5988228695,2359.8660059707,1262.9932918449,1922.7065909205,833.78222979563,929.16246580657,658.91846377557,555.58987476372,2367.8143589716,484.05469775552,1294.7867038485,1270.9416448458,921.21411280566,706.60858178104,2479.0913009843,1048.3877608202,2423.4528299779,801.98881779198,1151.7163498321,372.77775574275,1763.7395309023,1302.7350568494,1938.6032969223,1429.908704864,1692.2043538941,2542.6781249916,2916.2507160345,1421.9603518631
6.51407e-007,411189.18088853,132578.49152419,2841.4984306641,1498.4324684707,1228.2298488579,1005.7100444708,433.51626176122,687.82460963215,354.04490305156,1252.0712564708,1379.2254304062,1347.4368869224,973.92150098694,44.106604083863,234.83786498706,1371.2782945353,1951.4192131158,965.97436511597,1204.388441245,1355.3840227933,1387.1725662772,1085.1814031805,1856.0535826642,1347.4368869224,1299.7540716966,632.19465853538,751.40169659988,822.92591943858,1061.3399955676,322.25635956769,1387.1725662772,354.04490305156,958.02722924501,528.88189221282,1220.2827129869,1045.4457238256,1705.0580011159,2197.7804251158,1037.4985879547,473.25194111605,-226.096015529,1188.494169503,560.67043569668,894.45014227727,1681.216593503,910.34441401921,290.46781608382,2173.9390175029,2110.3619305351,1220.2827129869
6.51416e-007,413758.57652772,129852.38458135,4279.7135434359,1238.6554968015,1691.2411590943,1071.9134106936,857.53072855487,1468.9183776171,134.98168875401,2096.1862253563,960.75201995499,1548.3193710018,1294.2361921708,79.40099338471,1071.9134106936,2008.8451326332,1405.3975829094,643.14804641615,1357.7569868785,1723.0015564482,2032.6654306486,968.69211929346,1325.9965895247,801.95003318557,2469.3708942645,738.4292384778,722.54903980086,444.64556295438,1389.5173842324,1413.3376822478,1524.4990729864,174.68218544636,968.69211929346,738.4292384778,2707.5738744186,873.41092723181,2120.0065233718,2405.8500995567,547.8668543545,1325.9965895247,1071.9134106936,817.83023186251,1143.3743047398,1842.1030465253,1842.1030465253,1508.6188743095,198.50248346178,1985.0248346178,1524.4990729864,1429.2178809248
6.51425e-007,409782.67755068,127320.61975503,5053.4605743413,2807.4780968563,1886.8633711027,577.36828705666,1791.6273649902,1696.3913588778,402.76894251719,1339.2563359562,982.12131303452,1378.9380051697,1624.9643542935,212.29693029231,585.30462089936,1061.4846514616,1275.7656652145,1156.720657574,1688.4550250351,2188.4440571254,990.05764687722,847.20363770857,982.12131303452,1069.4209853043,2442.4067400919,1085.2936529897,1450.365009754,744.03129775342,1442.4286759113,1109.1026545178,2037.653714114,291.66026871934,1934.4813741589,807.52196849505,1751.9456957767,656.73162548369,1640.8370219789,1807.5000326757,537.68661784314,1759.8820296194,1188.4659929448,894.82164076478,1101.1663206751,1537.6646820237,1180.5296591021,886.88530692208,1061.4846514616,3029.6954444519,1990.0357110578,680.5406270118
