125,9434,7486,6107,4405,3892,2568,2787,2126,2325,1783,
126,10517,7563,6079,4554,3274,2719,2532,1974,2286,1986,
127,11130,7464,5997,4655,2956,2702,2387,2060,2457,2194,
128,10207,7604,6169,4598,3393,2628,2308,2121,2433,2282,
129,9849,7305,5966,4952,3941,2915,2301,2329,2381,2326,
130,9350,7000,6193,4815,3934,3358,2197,2419,2331,2450,
131,9267,7435,6189,4732,3860,3472,2485,2141,2370,2257,
132,9768,7450,6565,4813,4061,3066,2556,1821,2654,2119,
133,10239,7859,6341,5590,4637,2937,2799,2185,2353,1981,
134,10763,7683,6421,5357,4442,2759,3023,2662,2269,1980,
135,10733,7240,6012,5667,3791,2776,2982,3007,2612,2246,
136,11600,6986,6823,5148,4131,2980,2992,2851,2513,2369,
137,12084,7867,7132,5693,3987,3302,3083,2745,2713,2729,
138,11408,8279,6738,5175,4652,3287,3341,2907,2842,2576,
139,10937,7686,6483,4719,4438,3429,3612,2617,2813,2819,
140,10478,7666,6487,4661,4491,3589,3305,2424,2514,3060,
141,10491,7897,6567,4203,4831,2873,3506,2573,2387,3039,
142,10031,7313,6427,3955,4692,3345,3262,2694,2723,2848,
143,10084,7029,6514,4616,4604,3816,3046,2280,2755,2668,
144,10345,6973,7119,4591,4463,3529,3103,2256,2980,2630,
145,10811,7422,7017,4354,3985,3518,3217,2469,2797,2597,
146,11231,7552,6399,4938,3777,3179,2994,2791,2424,2526,
147,10392,7810,6544,4887,4040,3280,3159,2780,2902,2684,
148,9763,7498,6855,4346,4094,3159,2795,2697,2878,2481,
149,10178,7156,6736,4186,3669,3322,3012,3349,3241,2377,
150,10180,7167,6924,4509,4049,3027,2898,3059,3048,2798,
151,9946,6716,7926,4713,4401,3180,3238,2980,2842,3351,
152,10498,7545,7387,5050,4563,3212,3103,3076,2845,3133,
153,11058,7742,7060,4791,4286,3321,2996,2737,2814,2842,
154,11041,7858,7114,5056,3939,3537,2647,2677,2658,2706,
155,10951,7406,6273,5029,3485,3316,2455,3143,2596,2528,
156,10611,8026,6246,4340,3850,3605,2576,3006,2309,2512,
157,9793,7150,6654,4277,3829,3324,2858,3131,2262,2108,
158,10151,7397,6720,4889,4131,3343,3111,2824,2159,1888,
159,9998,6892,6119,5181,4009,3615,2740,2635,2180,2170,
160,10348,6616,5707,5049,3679,3542,2907,2502,2197,2468,
161,10126,7108,5527,5311,4039,3106,2850,2562,2698,2357,
162,8846,7631,5890,4920,3744,3004,2660,2536,2820,2098,
163,8933,7855,5174,4338,3527,3116,2512,2390,2631,2334,
164,9831,7736,5232,4790,3484,2869,2511,2350,2961,2592,
165,10280,7189,5559,4947,3045,3188,2954,2157,3022,2697,
166,9740,7104,6612,4706,3680,3341,2894,2363,2887,3090,
167,11331,6777,6419,5195,3638,3143,2936,2616,2507,2931,
168,11125,6147,5974,5399,3730,2721,2398,3034,2896,2543,
169,11435,6294,5875,5574,4020,3154,2456,3181,2927,2675,
170,9947,6636,6212,5172,3966,3305,2860,3514,2883,2550,
171,9536,7219,6505,4609,3563,3392,2791,3134,2906,2403,
172,10253,7193,6058,4821,3304,3246,2893,2980,2935,2542,
173,9856,6411,5934,5013,3367,3115,2765,3535,3164,3051,
174,10405,6963,6040,4646,3503,3130,2647,3664,3325,3349,
175,10891,6693,6225,5117,4085,3416,2514,3801,3107,3620,
176,10384,7268,6256,6218,3921,3278,2845,3585,3248,3825,
177,9882,7263,6166,6025,3816,3439,3250,3207,2857,3890,
178,10236,7333,6102,5395,4255,3669,3070,3395,2694,3896,
179,10487,7198,6751,5059,4387,3530,3122,3171,2825,3194,
180,10061,7044,7062,5305,4009,3392,2988,3078,2845,2746,
181,9783,6575,6396,4915,4364,3326,2939,2933,2697,2404,
182,10431,6365,5773,4286,4646,2998,3175,2596,2488,2676,
183,11290,6578,5898,4700,4410,2645,3320,2539,2224,2020,
184,11086,6140,6215,5036,3889,2801,3016,2391,2021,2002,
185,9713,6943,6278,4463,4139,3303,2487,2428,2218,2066,
186,9046,7560,6722,3950,4303,3014,2918,2698,2200,2127,
187,10383,7109,6585,4176,4297,3546,3285,2671,2322,2415,
188,10434,7240,6538,4527,4034,3467,2915,2608,2400,2473,
189,10325,7128,6804,4867,4144,3257,2476,2381,2336,2731,
190,10636,7205,6581,4147,4132,3683,2965,2638,2300,2651,
191,11186,7504,6261,3910,3830,3942,3182,2330,2517,2670,
192,11372,7430,6566,3740,3860,3330,2642,2204,2801,2620,
193,10531,7886,6267,4281,4165,3497,2190,2330,2806,2611,
194,9802,7213,6015,4618,4294,3579,2207,2567,2986,2411,
195,9803,7327,6100,4651,3881,3829,2502,2588,2884,2702,
196,10426,7165,5707,5251,4311,3796,2769,2602,2663,3034,
197,10803,6707,5762,5384,4264,3896,3110,2785,2665,2841,
198,10691,6778,6543,4997,4421,3814,2958,2469,2873,2662,
199,10856,7112,6248,5511,4487,4347,3456,2410,2767,2618,
200,10687,7022,6868,5735,4140,4850,3169,2693,2337,2692,
201,10768,7534,7387,5847,4140,4147,2993,2756,2417,2484,
202,11433,7868,8133,5761,4872,4430,3285,2724,2512,2377,
203,12307,7417,7993,5774,5012,4858,3530,2800,2874,2490,
204,11821,7962,7857,6175,4787,5138,3540,2765,2695,2707,
205,11603,8275,7903,6178,5294,6052,3729,2711,2657,2570,
206,10266,8058,7229,6200,5385,5661,3452,2986,2742,2484,
207,10455,8039,7141,5824,5056,4808,3573,2552,2983,3019,
208,11614,7741,7076,5792,4470,3862,3608,2814,2956,2900,
209,11106,8008,7152,6626,3844,3521,3344,2653,2992,2449,
210,10757,7917,6927,6122,3476,3504,2918,2673,3057,2593,
211,10686,7716,6377,5344,3816,3482,3152,2825,2852,2866,
212,10129,7389,6231,4583,4435,3291,3278,2341,2749,2729,
213,10187,7502,6925,5140,4439,3036,2966,2830,3072,2590,
214,10975,8069,7321,5292,4622,3290,3414,2886,3151,2519,
215,11305,8592,7117,5150,4030,3323,3327,2899,3457,2935,
216,11505,7692,6402,5433,3780,3582,3241,2938,3735,2953,
217,10554,7832,5554,5430,3645,4109,2958,3244,4046,2854,
218,9525,8114,5883,5323,3775,3411,2871,3552,3332,3065,
219,9249,7549,6030,5082,3576,2926,2932,3278,3100,3209,
220,9484,6688,6006,4942,3568,3153,2837,2586,3264,3060,
221,9696,6766,6380,4898,3575,3469,2576,2526,3352,2632,
222,10779,7056,6150,5346,3296,3839,2495,2643,2979,2350,
223,10451,7244,6114,5358,3533,4122,2686,2555,2741,2216,
224,10325,6771,6363,5949,3532,3347,2584,2611,2484,2199,
225,10923,7054,6617,5799,3467,3030,2664,2466,2273,2095,
226,10486,7084,6153,5020,3907,3454,2831,2659,2297,2183,
227,9990,7301,5978,4874,4354,2937,2714,3003,2401,1969,
228,9608,7903,6359,4870,4108,2859,2458,3280,2710,1928,
229,10104,7570,6477,5147,4208,3203,2417,3000,2470,2029,
230,10892,7492,6077,5753,4196,3424,2653,2607,2381,2412,
231,11193,7673,6297,5710,4509,3074,3021,2824,2480,2511,
232,11279,8051,6700,5703,4597,3075,3146,2775,2742,2531,
233,10646,7998,6788,5123,4605,3018,3146,2638,2729,2527,
234,9986,7409,6250,4563,4150,2948,2608,2697,2727,2443,
235,9570,7148,5829,4854,4423,2925,2791,3095,2468,2385,
236,9655,7274,5506,5199,3552,2733,2753,3003,2710,2272,
237,10493,7067,5937,5429,3298,2797,2394,2639,2704,1910,
238,10429,7308,6028,4861,3573,3087,2189,2799,2429,2052,
239,9974,7292,6374,5221,3662,3113,2079,3004,2306,2545,
240,10344,7258,6764,5272,3822,3055,2120,3363,2343,2714,
241,9728,7352,6744,4911,3908,3407,2203,3750,2267,2482,
242,9499,6803,6285,4426,4583,3418,2516,3326,2251,2957,
243,10712,6622,6348,4509,4112,3806,3015,3062,2184,2641,
244,10799,6865,6544,4692,4062,3578,2921,3022,2254,2415,
245,10896,7300,6426,5071,4239,3458,2836,3530,2474,2248,
246,11460,7225,6248,4762,4874,3455,2612,3474,2966,2378,
247,10413,7013,6127,4728,5076,3536,2508,3097,2944,2892,
248,10747,7634,7034,5238,5008,3738,2432,2843,2701,3012,
249,11361,8592,7310,5610,5160,3932,2331,2847,2850,3082,
250,11130,8009,7253,6165,4815,3661,2256,2793,2772,3110,
251,11705,7327,6649,5041,4356,3993,2436,2635,2742,2866,
252,11482,6709,6979,4454,3878,3647,2410,3204,3283,2887,
253,10532,7120,6590,4724,3804,3525,2353,3223,3262,3348,
254,9647,7497,6323,4337,3457,3861,2693,3441,3251,3413,
255,10071,7733,6327,4544,3273,3877,2819,3862,3597,2760,
256,9732,7756,6364,4945,3124,3522,3059,3969,3392,2844,
257,10525,7343,6052,4828,3154,3724,3361,4001,3317,2916,
258,10009,7813,5922,4923,3656,3763,3315,4215,3658,3478,
259,9978,7868,6515,5127,3931,4564,3500,4596,4201,3480,
260,10602,8150,7095,5713,4519,4858,3857,4433,4331,3749,
261,11233,8631,6715,6274,4664,5355,4234,4839,4997,4735,
262,12200,8618,7495,6059,5528,5887,5172,5615,5157,6461,
263,12992,8604,7868,6085,5611,6870,6069,5977,6441,7102,
264,13531,9156,8478,6097,5983,7556,7118,7394,7197,7433,
265,13678,9467,7734,6032,6343,8468,7444,8606,8291,8095,
266,12567,9730,7929,5683,6016,8229,6891,8914,9227,8474,
267,11735,8934,7813,5245,5255,7953,6951,7918,9150,10088,
268,11599,8554,7635,5224,4554,6707,6814,8182,8707,9689,
269,11208,7332,6667,6100,4568,5797,6062,8217,8708,9525,
270,11298,7202,6511,5946,4356,5211,5845,8321,8477,8204,
271,11018,7067,6281,5341,3695,4728,5537,7639,7032,7591,
272,10035,7011,6095,4881,3787,4162,5119,6087,5766,6176,
273,9616,6929,6225,4312,3501,3619,4502,5075,4310,4801,
274,10172,7128,5454,4337,3899,3308,3743,4535,3664,3991,
275,10219,7062,6232,4165,4312,3359,3890,3762,3304,3974,
276,9986,7151,7379,4929,4382,3303,4156,3266,3100,3537,
277,9670,7203,6852,5008,4514,3553,3736,2632,3330,3130,
278,9542,7479,5845,5311,4357,3593,3254,2599,3116,3092,
279,10130,7392,6097,5113,3956,3455,3264,2705,2913,2793,
280,9892,7175,6850,4687,4012,3299,3063,2721,3208,3034,
281,9664,7532,6493,4636,4160,2904,2936,3157,3652,3128,
282,9975,7401,6212,4815,4252,3114,3571,3209,3089,3512,
283,10528,7604,6482,5085,4676,3180,3296,3176,2872,3607,
284,10655,6622,6523,4544,4205,2823,3161,3530,2769,3140,
285,9768,6834,6639,4445,3719,2489,3164,3182,2909,3245,
286,9503,7474,6733,5088,3653,2734,3217,3327,3305,2987,
287,9750,7430,6340,5352,3888,3365,3587,3500,3187,2280,
288,9832,7362,5855,4704,4203,3562,3793,3566,2587,2393,
289,10425,7646,5989,4416,4030,3764,3381,3621,2828,2532,
290,10667,7249,6418,4394,4280,3816,3655,2974,3160,2700,
291,10989,7352,6346,4643,4571,4071,3686,3065,3075,2725,
292,11039,8398,6365,5159,4623,4166,3747,3219,2900,2547,
293,10174,7490,6563,4793,4615,3726,3767,3257,2829,2466,
294,10470,6813,6983,4890,4007,3130,3923,3402,3140,2662,
295,10702,7586,6382,4823,4135,3357,3797,3542,3205,2894,
296,11300,7535,5453,4907,4396,3803,3668,4032,3613,3166,
297,11047,7136,5655,5074,3685,3820,3586,4044,3412,3465,
298,10589,7697,6648,5313,3927,4389,3549,3936,3041,3100,
299,10815,7673,6310,4437,4537,4469,3562,3501,2900,3597,
300,11413,7726,6483,4783,4661,3971,3798,3735,3074,3664,
301,10562,7463,7317,4833,4440,3868,3576,3787,3443,3189,
302,10361,7563,8344,5017,4354,3798,3362,3220,2996,3273,
303,10155,7377,7837,5581,4301,3633,2739,3209,2498,3115,
304,9975,7030,7056,4961,4079,3652,2455,3135,2725,3125,
305,9867,7004,6163,4592,4162,3390,2561,2843,2528,3076,
306,9941,6563,6078,5046,4007,3056,2742,3143,2704,2876,
307,9792,6668,6420,4614,4040,3336,2556,2809,2894,2872,
308,9600,7391,7012,4951,3531,3176,2633,2496,2874,2608,
309,10217,7440,6945,5401,3269,2951,2609,2729,2838,2465,
310,11438,7292,6522,5332,4102,3543,2969,2605,2897,2591,
311,12116,6752,6390,5617,4254,4131,3388,2876,3427,2901,
312,11133,6386,6041,5793,3580,4296,3559,3342,3110,2483,
313,9757,7017,5988,5042,3749,3662,3644,3308,2967,2558,
314,9637,6715,5648,5043,4086,4116,3612,3159,3220,3001,
315,9786,6943,5955,5082,4148,3942,3712,3169,3547,3192,
316,10083,7099,6712,4788,4281,3858,3701,3369,3527,3282,
317,10497,7812,6800,5055,4589,4537,3325,3628,3147,3258,
318,10973,8083,7055,5374,4537,4701,3446,3217,3140,2988,
319,10944,7875,7596,5374,3763,3988,3811,3198,3736,3027,
320,11305,7807,7258,5048,3967,3660,4040,3362,3881,3368,
321,11223,8000,6997,4957,3990,3549,3764,3821,3801,3943,
322,10833,7587,6469,4963,4184,3307,3580,3392,4019,3907,
323,10272,7046,6716,5312,4228,3440,3912,3220,4468,3704,
324,9981,7282,6529,6069,4380,4097,3620,3742,4210,3753,
325,11289,8100,7112,5590,4067,4505,3198,3643,4085,4093,
326,10985,7820,7317,5934,4000,4172,3193,3973,4035,4264,
327,10774,7699,6734,6008,4290,4031,3554,4283,4842,4592,
328,11124,8059,6706,5428,3901,4253,4359,5265,5413,5414,
329,10336,8690,6853,4869,3562,5232,4853,6418,7244,6779,
330,10321,8319,6370,4946,4085,6169,5867,7758,9355,7970,
331,10236,7506,6624,5291,4384,6107,6613,9705,12032,9396,
332,9814,7943,6814,5894,4190,6940,7666,12127,14167,11663,
333,10435,7699,6424,5552,3914,8458,9345,14307,16278,15389,
334,12212,7748,6051,5507,4655,8816,10675,14610,18062,17705,
335,13208,7378,5986,5544,5638,8143,12050,14844,18439,18087,
336,12285,7405,6515,5213,5623,8461,11255,13730,15995,17301,
337,11643,7714,7205,5435,5413,7989,8713,12265,13780,14738,
338,10842,6917,7993,5432,5479,7082,7432,10338,11024,11386,
339,10036,6494,7079,5643,5216,5529,6652,7112,8777,9926,
340,10347,6992,6452,5610,4546,5284,5200,5022,7438,7571,
341,10798,7162,6724,5353,4413,4414,4713,4144,6407,5680,
342,10337,6949,7033,5399,4628,3612,3593,4194,5443,4729,
343,9620,7140,6764,5615,3901,3319,3178,4001,5091,4319,
344,9462,7205,6666,5326,3576,3726,3267,3791,4447,3683,
345,9666,6397,6637,5354,3515,3546,3266,4037,3874,3307,
346,9875,6414,6860,5100,3582,3427,3172,4384,3134,3359,
347,10004,6318,6955,5075,3333,3373,3451,4124,3218,3445,
348,10177,6390,6524,4900,3384,3117,3757,3393,3492,3224,
349,9436,6569,6069,5162,3653,3365,3716,3291,3913,2866,
350,10028,7815,6096,5172,3528,3510,3377,3426,4145,2632,
351,9819,7836,6747,5372,3673,3295,3108,3619,3522,2466,
352,9441,7356,6534,5488,3683,3116,2775,3955,2960,2921,
353,8934,7344,6125,5860,4272,2775,2676,3816,2785,3107,
354,9902,7540,5882,5504,4669,2714,3181,3096,2941,2995,
355,9546,7408,5923,5402,3619,3047,3342,2925,3414,2826,
356,9069,6508,6130,5413,3399,3093,2941,2802,3290,3107,
357,9341,5908,6125,5268,3652,2711,2785,2922,3296,2887,
358,9802,6455,5778,4702,3651,2796,3142,3047,3341,2465,
359,10273,6841,6165,5086,3815,2661,3187,2817,2975,2757,
360,10030,7251,5985,4849,3993,2727,2760,2624,2768,2890,
361,10177,7479,6098,4913,3592,3125,2462,3015,2844,2730,
362,10119,6889,7047,5218,3986,3500,2553,3227,2520,2986,
363,10447,6544,6558,4714,4510,3883,2973,3252,2596,3134,
364,9529,7114,6046,4552,4556,3598,3078,3542,2755,2823,
365,9999,7389,6287,4875,4225,3842,3285,3441,2481,2523,
366,10475,7314,6334,5296,4000,4363,3080,3252,3007,2631,
367,9490,7593,6607,5023,3655,4279,2804,3162,3374,3227,
368,9267,7053,7176,4763,3521,4093,2742,3058,3602,3711,
369,9608,6171,7371,5003,3603,3810,2764,3008,3052,3556,
370,9529,6145,6962,4694,3328,3861,2827,2586,3213,3368,
371,9151,7246,7153,4867,3535,3860,2977,2785,3949,3192,
372,9354,7539,6759,4775,3474,3371,2922,3402,3615,2966,
373,10010,7268,6335,4925,3627,3290,3222,3357,3368,2539,
374,9483,7938,5893,5333,3732,3652,3763,3370,3245,2599,
375,9374,7753,5750,5438,3880,4051,3784,3409,2930,2931,
376,9509,6699,6007,4506,4164,4720,2985,3332,3121,3327,
377,9682,6537,6801,4842,4313,4506,3117,3769,3264,3709,
378,9481,6830,6585,5248,4336,3885,3370,4233,3487,3177,
379,9768,7536,6468,5235,4432,4076,2793,3958,3714,3430,
380,9897,7955,6091,5309,4747,3995,3210,3548,3690,3511,
381,11103,8092,6332,5522,5224,3626,3565,3398,3644,3221,
382,11890,7874,7646,5089,5379,4069,3555,3310,3698,3483,
383,12212,7874,7017,5508,5953,4336,3622,3409,3261,3200,
384,12918,8958,6634,6420,6612,4516,4011,3445,3195,3155,
385,13298,9495,6880,7102,7697,4959,3861,3463,3087,3156,
386,13227,9165,7242,7747,8351,5522,3881,3637,2939,3182,
387,12611,8984,6929,8191,7211,5399,3807,3889,2804,3160,
388,12816,9617,6363,7277,6757,4972,3866,4092,2427,3143,
389,12373,9518,6703,6482,7072,5096,3663,3285,2291,3068,
390,12003,9502,7546,6376,6700,4040,3590,3026,2394,2778,
391,11439,8804,7370,5639,5185,3462,3526,2897,2631,2759,
392,10498,7937,6655,5243,4722,3860,2802,3085,2659,2953,
393,10323,7400,6058,4823,4563,3544,2658,3373,2807,2947,
394,10130,7532,5800,4901,4385,3602,2837,3245,2802,2960,
395,10802,7573,5624,5000,5077,3497,2931,3009,3073,3054,
396,11088,7599,6273,5170,5142,3240,2957,3009,3127,3238,
397,11258,8119,6767,5162,4875,2964,3203,3233,3738,3231,
398,10355,8143,6320,5391,4256,3340,3026,3142,3780,3170,
399,9099,8343,6298,5790,4100,3503,3371,3253,3743,2935,
400,9509,8275,6507,4710,3895,3502,3371,3107,3675,2714,
401,10503,8031,6380,4549,3518,3214,2959,3227,3501,2869,
402,10573,7917,6335,4659,3736,3458,2899,2932,2786,2966,
403,10015,7818,6154,4684,3533,3487,3398,2685,2743,2823,
404,9812,6919,6618,5041,3168,3182,3379,2585,2615,2631,
405,9363,6721,6721,4592,3139,3037,3067,2730,2603,2473,
406,9670,7009,6585,4812,3735,3178,2621,3083,2532,2724,
407,9431,7524,6056,5768,4005,3389,2810,3630,2577,2947,
408,9598,6861,6031,5591,4050,3468,2859,3443,2357,3036,
409,9873,6334,6641,5298,3443,2853,3061,2773,1997,3100,
410,10192,6463,6285,5016,3187,2491,3008,2482,2529,2859,
411,9690,6399,5903,4556,3352,2911,3112,2554,2967,3197,
412,9103,7123,6549,4467,3082,3048,3272,2862,3140,3374,
413,9878,6953,6690,4589,3193,3856,2945,3080,3589,3541,
414,9593,6969,7125,4851,3384,3334,2805,3060,4021,3780,
415,10018,7337,7256,4740,3332,2955,3111,3090,3869,3807,
416,9956,7754,7651,4706,3313,3216,3451,3466,3619,3965,
417,9816,8181,7116,4910,3238,3235,3963,4067,3482,3564,
418,9375,7909,6994,5248,3159,3351,3959,4263,3434,3608,
419,8726,7222,6241,5418,3912,4110,4070,4529,3866,4103,
420,9184,7840,5944,5776,4245,4428,4642,4655,4215,4426,
421,9970,7969,6202,5310,3945,4981,5078,5152,5171,4824,
422,9780,7895,6628,5471,4109,4967,5643,5776,6438,5579,
423,10171,6921,6843,5867,4482,4902,6396,7024,7358,6744,
424,10480,7078,6025,5456,4259,5818,6919,9190,9615,8343,
