Measured unit,Wavelength (m)
238.5878975,238.5878975e-9
238.5959563,238.5959563e-9
238.6040146,238.6040146e-9
238.6120724,238.6120724e-9
238.6201298,238.6201298e-9
238.6281868,238.6281868e-9
238.6362433,238.6362433e-9
238.6442994,238.6442994e-9
238.652355,238.652355e-9
238.6604102,238.6604102e-9
238.668465,238.668465e-9
238.6765193,238.6765193e-9
238.6845732,238.6845732e-9
238.6926266,238.6926266e-9
238.7006796,238.7006796e-9
238.7087322,238.7087322e-9
238.7167843,238.7167843e-9
238.7248359,238.7248359e-9
238.7328871,238.7328871e-9
238.7409379,238.7409379e-9
238.7489883,238.7489883e-9
238.7570382,238.7570382e-9
238.7650876,238.7650876e-9
238.7731366,238.7731366e-9
238.7811852,238.7811852e-9
238.7892333,238.7892333e-9
238.797281,238.797281e-9
238.8053282,238.8053282e-9
238.813375,238.813375e-9
238.8214214,238.8214214e-9
238.8294673,238.8294673e-9
238.8375128,238.8375128e-9
238.8455578,238.8455578e-9
238.8536024,238.8536024e-9
238.8616465,238.8616465e-9
238.8696902,238.8696902e-9
238.8777335,238.8777335e-9
238.8857763,238.8857763e-9
238.8938187,238.8938187e-9
238.9018606,238.9018606e-9
238.9099021,238.9099021e-9
238.9179432,238.9179432e-9
238.9259838,238.9259838e-9
238.9340239,238.9340239e-9
238.9420637,238.9420637e-9
238.9501029,238.9501029e-9
238.9581418,238.9581418e-9
238.9661802,238.9661802e-9
238.9742181,238.9742181e-9
238.9822556,238.9822556e-9
238.9902927,238.9902927e-9
238.9983293,238.9983293e-9
239.0063655,239.0063655e-9
239.0144013,239.0144013e-9
239.0224366,239.0224366e-9
239.0304714,239.0304714e-9
239.0385058,239.0385058e-9
239.0465398,239.0465398e-9
239.0545733,239.0545733e-9
239.0626064,239.0626064e-9
239.0706391,239.0706391e-9
239.0786713,239.0786713e-9
239.086703,239.086703e-9
239.0947344,239.0947344e-9
239.1027652,239.1027652e-9
239.1107957,239.1107957e-9
239.1188257,239.1188257e-9
239.1268552,239.1268552e-9
239.1348843,239.1348843e-9
239.142913,239.142913e-9
239.1509412,239.1509412e-9
239.158969,239.158969e-9
239.1669964,239.1669964e-9
239.1750233,239.1750233e-9
239.1830497,239.1830497e-9
239.1910757,239.1910757e-9
239.1991013,239.1991013e-9
239.2071264,239.2071264e-9
239.2151511,239.2151511e-9
239.2231754,239.2231754e-9
239.2311992,239.2311992e-9
239.2392225,239.2392225e-9
239.2472454,239.2472454e-9
239.2552679,239.2552679e-9
239.2632899,239.2632899e-9
239.2713115,239.2713115e-9
239.2793327,239.2793327e-9
239.2873534,239.2873534e-9
239.2953737,239.2953737e-9
239.3033935,239.3033935e-9
239.3114129,239.3114129e-9
239.3194318,239.3194318e-9
239.3274503,239.3274503e-9
239.3354684,239.3354684e-9
239.343486,239.343486e-9
239.3515031,239.3515031e-9
239.3595199,239.3595199e-9
239.3675361,239.3675361e-9
239.375552,239.375552e-9
239.3835674,239.3835674e-9
239.3915824,239.3915824e-9
239.3995969,239.3995969e-9
239.4076109,239.4076109e-9
239.4156246,239.4156246e-9
239.4236378,239.4236378e-9
239.4316505,239.4316505e-9
239.4396628,239.4396628e-9
239.4476747,239.4476747e-9
239.4556861,239.4556861e-9
239.4636971,239.4636971e-9
239.4717076,239.4717076e-9
239.4797177,239.4797177e-9
239.4877274,239.4877274e-9
239.4957366,239.4957366e-9
239.5037453,239.5037453e-9
239.5117537,239.5117537e-9
239.5197615,239.5197615e-9
239.527769,239.527769e-9
239.535776,239.535776e-9
239.5437825,239.5437825e-9
239.5517887,239.5517887e-9
239.5597943,239.5597943e-9
239.5677996,239.5677996e-9
239.5758043,239.5758043e-9
239.5838087,239.5838087e-9
239.5918126,239.5918126e-9
239.5998161,239.5998161e-9
239.6078191,239.6078191e-9
239.6158217,239.6158217e-9
239.6238238,239.6238238e-9
239.6318255,239.6318255e-9
239.6398267,239.6398267e-9
239.6478275,239.6478275e-9
239.6558279,239.6558279e-9
239.6638278,239.6638278e-9
239.6718273,239.6718273e-9
239.6798263,239.6798263e-9
239.6878249,239.6878249e-9
239.6958231,239.6958231e-9
239.7038208,239.7038208e-9
239.7118181,239.7118181e-9
239.7198149,239.7198149e-9
239.7278113,239.7278113e-9
239.7358072,239.7358072e-9
239.7438027,239.7438027e-9
239.7517978,239.7517978e-9
239.7597924,239.7597924e-9
239.7677866,239.7677866e-9
239.7757803,239.7757803e-9
239.7837736,239.7837736e-9
239.7917665,239.7917665e-9
239.7997589,239.7997589e-9
239.8077508,239.8077508e-9
239.8157423,239.8157423e-9
239.8237334,239.8237334e-9
239.8317241,239.8317241e-9
239.8219342,239.8219342e-9
239.8301174,239.8301174e-9
239.8383002,239.8383002e-9
239.8464826,239.8464826e-9
239.8546645,239.8546645e-9
239.862846,239.862846e-9
239.871027,239.871027e-9
239.8792076,239.8792076e-9
239.8873877,239.8873877e-9
239.8955674,239.8955674e-9
239.9037466,239.9037466e-9
239.9119254,239.9119254e-9
239.9201038,239.9201038e-9
239.9282817,239.9282817e-9
239.9364591,239.9364591e-9
239.9446361,239.9446361e-9
239.9528127,239.9528127e-9
239.9609888,239.9609888e-9
239.9691645,239.9691645e-9
239.9773397,239.9773397e-9
239.9855145,239.9855145e-9
239.9936888,239.9936888e-9
240.0018627,240.0018627e-9
240.0100361,240.0100361e-9
240.0182091,240.0182091e-9
240.0263816,240.0263816e-9
240.0345537,240.0345537e-9
240.0427254,240.0427254e-9
240.0508966,240.0508966e-9
240.0590674,240.0590674e-9
240.0672377,240.0672377e-9
240.0754075,240.0754075e-9
240.083577,240.083577e-9
240.0917459,240.0917459e-9
240.0999145,240.0999145e-9
240.1080825,240.1080825e-9
240.1162502,240.1162502e-9
240.1244174,240.1244174e-9
240.1325841,240.1325841e-9
240.1407504,240.1407504e-9
240.1489162,240.1489162e-9
240.1570817,240.1570817e-9
240.1652466,240.1652466e-9
240.1734111,240.1734111e-9
240.1815752,240.1815752e-9
240.1897388,240.1897388e-9
240.197902,240.197902e-9
240.2060647,240.2060647e-9
240.214227,240.214227e-9
240.2223888,240.2223888e-9
240.2305502,240.2305502e-9
240.2387111,240.2387111e-9
240.2468716,240.2468716e-9
240.2550317,240.2550317e-9
240.2631913,240.2631913e-9
240.2713504,240.2713504e-9
240.2795092,240.2795092e-9
240.2876674,240.2876674e-9
240.2958252,240.2958252e-9
240.3039826,240.3039826e-9
240.3121395,240.3121395e-9
240.320296,240.320296e-9
240.328452,240.328452e-9
240.3366076,240.3366076e-9
240.3447628,240.3447628e-9
240.3529175,240.3529175e-9
240.3610717,240.3610717e-9
240.3692255,240.3692255e-9
240.3773789,240.3773789e-9
240.3855318,240.3855318e-9
240.3936842,240.3936842e-9
240.4018363,240.4018363e-9
240.4099878,240.4099878e-9
240.418139,240.418139e-9
240.4262896,240.4262896e-9
240.4344399,240.4344399e-9
240.4425897,240.4425897e-9
240.450739,240.450739e-9
240.4588879,240.4588879e-9
240.4670363,240.4670363e-9
240.4751843,240.4751843e-9
240.4833319,240.4833319e-9
240.491479,240.491479e-9
240.4996257,240.4996257e-9
240.5077719,240.5077719e-9
240.5159176,240.5159176e-9
240.524063,240.524063e-9
240.5322078,240.5322078e-9
240.5403523,240.5403523e-9
240.5484963,240.5484963e-9
240.5566398,240.5566398e-9
240.5647829,240.5647829e-9
240.5729255,240.5729255e-9
240.5810677,240.5810677e-9
240.5892095,240.5892095e-9
240.5973508,240.5973508e-9
240.6054917,240.6054917e-9
240.6136321,240.6136321e-9
240.621772,240.621772e-9
240.6299116,240.6299116e-9
240.6380506,240.6380506e-9
240.6461893,240.6461893e-9
240.6543274,240.6543274e-9
240.6624652,240.6624652e-9
240.6706025,240.6706025e-9
240.6787393,240.6787393e-9
240.6868757,240.6868757e-9
240.6950117,240.6950117e-9
240.7031472,240.7031472e-9
240.7112822,240.7112822e-9
240.7194168,240.7194168e-9
240.727551,240.727551e-9
240.7356847,240.7356847e-9
240.743818,240.743818e-9
240.7519508,240.7519508e-9
240.7600832,240.7600832e-9
240.7682152,240.7682152e-9
240.7763466,240.7763466e-9
240.7844777,240.7844777e-9
240.7926083,240.7926083e-9
240.8007384,240.8007384e-9
240.8088681,240.8088681e-9
240.8169974,240.8169974e-9
240.8251262,240.8251262e-9
240.8332546,240.8332546e-9
240.8413825,240.8413825e-9
240.84951,240.84951e-9
240.857637,240.857637e-9
240.8657636,240.8657636e-9
240.8738897,240.8738897e-9
240.8820154,240.8820154e-9
240.8901407,240.8901407e-9
240.8982654,240.8982654e-9
240.9063898,240.9063898e-9
240.9145137,240.9145137e-9
240.9226372,240.9226372e-9
240.9307602,240.9307602e-9
240.9388827,240.9388827e-9
240.9470049,240.9470049e-9
240.9551265,240.9551265e-9
240.9632478,240.9632478e-9
240.9713685,240.9713685e-9
240.9794889,240.9794889e-9
240.9876088,240.9876088e-9
240.9957282,240.9957282e-9
241.0038472,241.0038472e-9
241.0119657,241.0119657e-9
241.0200838,241.0200838e-9
241.0282015,241.0282015e-9
241.0363187,241.0363187e-9
241.0444355,241.0444355e-9
241.0525518,241.0525518e-9
241.0606677,241.0606677e-9
241.0687831,241.0687831e-9
241.0768981,241.0768981e-9
241.0850126,241.0850126e-9
241.0931267,241.0931267e-9
241.1012403,241.1012403e-9
241.1093535,241.1093535e-9
241.1174663,241.1174663e-9
241.1255786,241.1255786e-9
241.1336904,241.1336904e-9
241.1418018,241.1418018e-9
241.1499128,241.1499128e-9
241.1580233,241.1580233e-9
241.1661334,241.1661334e-9
241.174243,241.174243e-9
241.1823522,241.1823522e-9
241.1904609,241.1904609e-9
241.1985692,241.1985692e-9
241.2066771,241.2066771e-9
241.2147844,241.2147844e-9
241.2228914,241.2228914e-9
241.2309979,241.2309979e-9
241.2391039,241.2391039e-9
241.2472096,241.2472096e-9
241.2553147,241.2553147e-9
241.2634194,241.2634194e-9
241.2715237,241.2715237e-9
241.2796275,241.2796275e-9
241.2877309,241.2877309e-9
241.2958338,241.2958338e-9
241.3039363,241.3039363e-9
241.3120384,241.3120384e-9
241.3201399,241.3201399e-9
241.3282411,241.3282411e-9
241.3363418,241.3363418e-9
241.344442,241.344442e-9
241.3525419,241.3525419e-9
241.3606412,241.3606412e-9
241.3687401,241.3687401e-9
241.3768386,241.3768386e-9
241.3849366,241.3849366e-9
241.3930342,241.3930342e-9
241.4011313,241.4011313e-9
241.409228,241.409228e-9
241.4173242,241.4173242e-9
241.42542,241.42542e-9
241.4335154,241.4335154e-9
241.4416103,241.4416103e-9
241.4497047,241.4497047e-9
241.4577987,241.4577987e-9
241.4658923,241.4658923e-9
241.4739854,241.4739854e-9
241.4820781,241.4820781e-9
241.4901703,241.4901703e-9
241.4982621,241.4982621e-9
241.5063534,241.5063534e-9
241.5144443,241.5144443e-9
241.5225347,241.5225347e-9
241.5306247,241.5306247e-9
241.5387143,241.5387143e-9
241.5468034,241.5468034e-9
241.554892,241.554892e-9
241.5629802,241.5629802e-9
241.571068,241.571068e-9
241.5791553,241.5791553e-9
241.5872422,241.5872422e-9
241.5953286,241.5953286e-9
241.6034145,241.6034145e-9
241.6115001,241.6115001e-9
241.6195852,241.6195852e-9
241.6276698,241.6276698e-9
241.635754,241.635754e-9
241.6438377,241.6438377e-9
241.651921,241.651921e-9
241.6600039,241.6600039e-9
241.6680863,241.6680863e-9
241.6761682,241.6761682e-9
241.6842497,241.6842497e-9
241.6923308,241.6923308e-9
241.7004114,241.7004114e-9
241.7084916,241.7084916e-9
241.7165713,241.7165713e-9
241.7246506,241.7246506e-9
241.7327294,241.7327294e-9
241.7408078,241.7408078e-9
241.7488858,241.7488858e-9
241.7569633,241.7569633e-9
241.7650403,241.7650403e-9
241.7731169,241.7731169e-9
241.7811931,241.7811931e-9
241.7892688,241.7892688e-9
241.7973441,241.7973441e-9
241.8054189,241.8054189e-9
241.8134932,241.8134932e-9
241.8215672,241.8215672e-9
241.8296407,241.8296407e-9
241.8377137,241.8377137e-9
241.8457863,241.8457863e-9
241.8538584,241.8538584e-9
241.8619301,241.8619301e-9
241.8700014,241.8700014e-9
241.8780722,241.8780722e-9
241.8861425,241.8861425e-9
241.8942124,241.8942124e-9
241.9022819,241.9022819e-9
241.9103509,241.9103509e-9
241.9184195,241.9184195e-9
241.9264876,241.9264876e-9
241.9345553,241.9345553e-9
241.9426225,241.9426225e-9
241.9506893,241.9506893e-9
241.9587556,241.9587556e-9
241.9668215,241.9668215e-9
241.974887,241.974887e-9
241.982952,241.982952e-9
241.9910165,241.9910165e-9
241.9990806,241.9990806e-9
242.0071443,242.0071443e-9
242.0152075,242.0152075e-9
242.0232703,242.0232703e-9
242.0313326,242.0313326e-9
242.0393945,242.0393945e-9
242.0474559,242.0474559e-9
242.0555169,242.0555169e-9
242.0418764,242.0418764e-9
242.0501338,242.0501338e-9
242.0583907,242.0583907e-9
242.0666472,242.0666472e-9
242.0749032,242.0749032e-9
242.0831588,242.0831588e-9
242.0914139,242.0914139e-9
242.0996686,242.0996686e-9
242.1079228,242.1079228e-9
242.1161766,242.1161766e-9
242.1244299,242.1244299e-9
242.1326828,242.1326828e-9
242.1409352,242.1409352e-9
242.1491872,242.1491872e-9
242.1574387,242.1574387e-9
242.1656898,242.1656898e-9
242.1739404,242.1739404e-9
242.1821906,242.1821906e-9
242.1904403,242.1904403e-9
242.1986896,242.1986896e-9
242.2069384,242.2069384e-9
242.2151867,242.2151867e-9
242.2234347,242.2234347e-9
242.2316821,242.2316821e-9
242.2399291,242.2399291e-9
242.2481757,242.2481757e-9
242.2564218,242.2564218e-9
242.2646675,242.2646675e-9
242.2729127,242.2729127e-9
242.2811575,242.2811575e-9
242.2894018,242.2894018e-9
242.2976457,242.2976457e-9
242.3058891,242.3058891e-9
242.314132,242.314132e-9
242.3223746,242.3223746e-9
242.3306166,242.3306166e-9
242.3388582,242.3388582e-9
242.3470994,242.3470994e-9
242.3553401,242.3553401e-9
242.3635804,242.3635804e-9
242.3718202,242.3718202e-9
242.3800595,242.3800595e-9
242.3882985,242.3882985e-9
242.3965369,242.3965369e-9
242.4047749,242.4047749e-9
242.4130125,242.4130125e-9
242.4212496,242.4212496e-9
242.4294863,242.4294863e-9
242.4377225,242.4377225e-9
242.4459582,242.4459582e-9
242.4541935,242.4541935e-9
242.4624284,242.4624284e-9
242.4706628,242.4706628e-9
242.4788967,242.4788967e-9
242.4871303,242.4871303e-9
242.4953633,242.4953633e-9
242.5035959,242.5035959e-9
242.5118281,242.5118281e-9
242.5200598,242.5200598e-9
242.528291,242.528291e-9
242.5365218,242.5365218e-9
242.5447522,242.5447522e-9
242.5529821,242.5529821e-9
242.5612115,242.5612115e-9
242.5694406,242.5694406e-9
242.5776691,242.5776691e-9
242.5858972,242.5858972e-9
242.5941249,242.5941249e-9
242.6023521,242.6023521e-9
242.6105788,242.6105788e-9
242.6188051,242.6188051e-9
242.627031,242.627031e-9
242.6352564,242.6352564e-9
242.6434813,242.6434813e-9
242.6517058,242.6517058e-9
242.6599299,242.6599299e-9
242.6681535,242.6681535e-9
242.6763766,242.6763766e-9
242.6845993,242.6845993e-9
242.6928216,242.6928216e-9
242.7010433,242.7010433e-9
242.7092647,242.7092647e-9
242.7174856,242.7174856e-9
242.725706,242.725706e-9
242.733926,242.733926e-9
242.7421456,242.7421456e-9
242.7503647,242.7503647e-9
242.7585833,242.7585833e-9
242.7668015,242.7668015e-9
242.7750193,242.7750193e-9
242.7832366,242.7832366e-9
242.7914534,242.7914534e-9
242.7996698,242.7996698e-9
242.8078857,242.8078857e-9
242.8161012,242.8161012e-9
242.8243163,242.8243163e-9
242.8325309,242.8325309e-9
242.840745,242.840745e-9
242.8489587,242.8489587e-9
242.8571719,242.8571719e-9
242.8653847,242.8653847e-9
242.8735971,242.8735971e-9
242.8818089,242.8818089e-9
242.8900204,242.8900204e-9
242.8982314,242.8982314e-9
242.9064419,242.9064419e-9
242.914652,242.914652e-9
242.9228616,242.9228616e-9
242.9310708,242.9310708e-9
242.9392796,242.9392796e-9
242.9474878,242.9474878e-9
242.9556957,242.9556957e-9
242.9639031,242.9639031e-9
242.97211,242.97211e-9
242.9803165,242.9803165e-9
242.9885225,242.9885225e-9
242.9967281,242.9967281e-9
243.0049332,243.0049332e-9
243.0131379,243.0131379e-9
243.0213422,243.0213422e-9
243.0295459,243.0295459e-9
243.0377493,243.0377493e-9
243.0459522,243.0459522e-9
243.0541546,243.0541546e-9
243.0623566,243.0623566e-9
243.0705581,243.0705581e-9
243.0787592,243.0787592e-9
243.0869598,243.0869598e-9
243.09516,243.09516e-9
243.1033597,243.1033597e-9
243.111559,243.111559e-9
243.1197578,243.1197578e-9
243.1279562,243.1279562e-9
243.1361541,243.1361541e-9
243.1443516,243.1443516e-9
243.1525486,243.1525486e-9
243.1607452,243.1607452e-9
243.1689413,243.1689413e-9
243.177137,243.177137e-9
243.1853323,243.1853323e-9
243.193527,243.193527e-9
243.2017214,243.2017214e-9
243.2099152,243.2099152e-9
243.2181087,243.2181087e-9
243.2263016,243.2263016e-9
243.2344941,243.2344941e-9
243.2426862,243.2426862e-9
243.2508778,243.2508778e-9
243.259069,243.259069e-9
243.2672597,243.2672597e-9
243.27545,243.27545e-9
243.2836398,243.2836398e-9
243.2918292,243.2918292e-9
243.3000181,243.3000181e-9
243.3082066,243.3082066e-9
243.3163946,243.3163946e-9
243.3245822,243.3245822e-9
243.3327693,243.3327693e-9
243.340956,243.340956e-9
243.3491422,243.3491422e-9
243.357328,243.357328e-9
243.3655133,243.3655133e-9
243.3736981,243.3736981e-9
243.3818826,243.3818826e-9
243.3900665,243.3900665e-9
243.3982501,243.3982501e-9
243.4064331,243.4064331e-9
243.4146157,243.4146157e-9
243.4227979,243.4227979e-9
243.4309796,243.4309796e-9
243.4391609,243.4391609e-9
243.4473417,243.4473417e-9
243.4555221,243.4555221e-9
243.463702,243.463702e-9
243.4718814,243.4718814e-9
243.4800604,243.4800604e-9
243.488239,243.488239e-9
243.4964171,243.4964171e-9
243.5045948,243.5045948e-9
243.512772,243.512772e-9
243.5209488,243.5209488e-9
243.5291251,243.5291251e-9
243.5373009,243.5373009e-9
243.5454763,243.5454763e-9
243.5536513,243.5536513e-9
243.5618258,243.5618258e-9
243.5699999,243.5699999e-9
243.5781735,243.5781735e-9
243.5863466,243.5863466e-9
243.5945193,243.5945193e-9
243.6026916,243.6026916e-9
243.6108634,243.6108634e-9
243.6190348,243.6190348e-9
243.6272057,243.6272057e-9
243.6353761,243.6353761e-9
243.6435461,243.6435461e-9
243.6517157,243.6517157e-9
243.6598848,243.6598848e-9
243.6680534,243.6680534e-9
243.6762217,243.6762217e-9
243.6843894,243.6843894e-9
243.6925567,243.6925567e-9
243.7007236,243.7007236e-9
243.70889,243.70889e-9
243.7170559,243.7170559e-9
243.7252214,243.7252214e-9
243.7333865,243.7333865e-9
243.7415511,243.7415511e-9
243.7497152,243.7497152e-9
243.7578789,243.7578789e-9
243.7660422,243.7660422e-9
243.774205,243.774205e-9
243.7823673,243.7823673e-9
243.7905292,243.7905292e-9
243.7986907,243.7986907e-9
243.8068517,243.8068517e-9
243.8150122,243.8150122e-9
243.8231723,243.8231723e-9
243.831332,243.831332e-9
243.8394912,243.8394912e-9
243.8476499,243.8476499e-9
243.8558082,243.8558082e-9
243.8639661,243.8639661e-9
243.8721235,243.8721235e-9
243.8802804,243.8802804e-9
243.8884369,243.8884369e-9
243.8965929,243.8965929e-9
243.9047485,243.9047485e-9
243.9129037,243.9129037e-9
243.9210584,243.9210584e-9
243.9292126,243.9292126e-9
243.9373664,243.9373664e-9
243.9455197,243.9455197e-9
243.9536726,243.9536726e-9
243.9618251,243.9618251e-9
243.9699771,243.9699771e-9
243.9781286,243.9781286e-9
243.9862797,243.9862797e-9
243.9944303,243.9944303e-9
244.0025805,244.0025805e-9
244.0107303,244.0107303e-9
244.0188796,244.0188796e-9
244.0270284,244.0270284e-9
244.0351768,244.0351768e-9
244.0433247,244.0433247e-9
244.0514722,244.0514722e-9
244.0596193,244.0596193e-9
244.0677658,244.0677658e-9
244.075912,244.075912e-9
244.0840577,244.0840577e-9
244.0922029,244.0922029e-9
244.1003477,244.1003477e-9
244.108492,244.108492e-9
244.1166359,244.1166359e-9
244.1247793,244.1247793e-9
244.1329223,244.1329223e-9
244.1410649,244.1410649e-9
244.1492069,244.1492069e-9
244.1573486,244.1573486e-9
244.1654898,244.1654898e-9
244.1736305,244.1736305e-9
244.1817708,244.1817708e-9
244.1899106,244.1899106e-9
244.19805,244.19805e-9
244.2061889,244.2061889e-9
244.2143274,244.2143274e-9
244.2224654,244.2224654e-9
244.230603,244.230603e-9
244.2387401,244.2387401e-9
244.2468768,244.2468768e-9
244.255013,244.255013e-9
244.2631488,244.2631488e-9
244.2712842,244.2712842e-9
244.279419,244.279419e-9
244.2875535,244.2875535e-9
244.2779106,244.2779106e-9
244.2862448,244.2862448e-9
244.2945786,244.2945786e-9
244.3029119,244.3029119e-9
244.3112448,244.3112448e-9
244.3195772,244.3195772e-9
244.3279091,244.3279091e-9
244.3362406,244.3362406e-9
244.3445717,244.3445717e-9
244.3529023,244.3529023e-9
244.3612324,244.3612324e-9
244.3695621,244.3695621e-9
244.3778914,244.3778914e-9
244.3862201,244.3862201e-9
244.3945485,244.3945485e-9
244.4028763,244.4028763e-9
244.4112037,244.4112037e-9
244.4195307,244.4195307e-9
244.4278572,244.4278572e-9
244.4361833,244.4361833e-9
244.4445089,244.4445089e-9
244.452834,244.452834e-9
244.4611587,244.4611587e-9
244.4694829,244.4694829e-9
244.4778067,244.4778067e-9
244.48613,244.48613e-9
244.4944529,244.4944529e-9
244.5027753,244.5027753e-9
244.5110973,244.5110973e-9
244.5194188,244.5194188e-9
244.5277398,244.5277398e-9
244.5360604,244.5360604e-9
244.5443805,244.5443805e-9
244.5527002,244.5527002e-9
244.5610195,244.5610195e-9
244.5693382,244.5693382e-9
244.5776566,244.5776566e-9
244.5859744,244.5859744e-9
244.5942918,244.5942918e-9
244.6026088,244.6026088e-9
244.6109253,244.6109253e-9
244.6192413,244.6192413e-9
244.6275569,244.6275569e-9
244.6358721,244.6358721e-9
244.6441868,244.6441868e-9
244.652501,244.652501e-9
244.6608148,244.6608148e-9
244.6691281,244.6691281e-9
244.677441,244.677441e-9
244.6857534,244.6857534e-9
244.6940653,244.6940653e-9
244.7023768,244.7023768e-9
244.7106879,244.7106879e-9
244.7189985,244.7189985e-9
244.7273086,244.7273086e-9
244.7356183,244.7356183e-9
244.7439275,244.7439275e-9
244.7522363,244.7522363e-9
244.7605446,244.7605446e-9
244.7688525,244.7688525e-9
244.7771599,244.7771599e-9
244.7854669,244.7854669e-9
244.7937734,244.7937734e-9
244.8020794,244.8020794e-9
244.810385,244.810385e-9
244.8186901,244.8186901e-9
244.8269948,244.8269948e-9
244.835299,244.835299e-9
244.8436028,244.8436028e-9
244.8519061,244.8519061e-9
244.860209,244.860209e-9
244.8685114,244.8685114e-9
244.8768134,244.8768134e-9
244.8851149,244.8851149e-9
244.8934159,244.8934159e-9
244.9017165,244.9017165e-9
244.9100166,244.9100166e-9
244.9183163,244.9183163e-9
244.9266156,244.9266156e-9
244.9349143,244.9349143e-9
244.9432127,244.9432127e-9
244.9515105,244.9515105e-9
244.9598079,244.9598079e-9
244.9681049,244.9681049e-9
244.9764014,244.9764014e-9
244.9846974,244.9846974e-9
244.992993,244.992993e-9
245.0012882,245.0012882e-9
245.0095828,245.0095828e-9
245.0178771,245.0178771e-9
245.0261708,245.0261708e-9
245.0344642,245.0344642e-9
245.042757,245.042757e-9
245.0510494,245.0510494e-9
245.0593414,245.0593414e-9
245.0676329,245.0676329e-9
245.0759239,245.0759239e-9
245.0842145,245.0842145e-9
245.0925046,245.0925046e-9
245.1007943,245.1007943e-9
245.1090836,245.1090836e-9
245.1173723,245.1173723e-9
245.1256606,245.1256606e-9
245.1339485,245.1339485e-9
245.1422359,245.1422359e-9
245.1505229,245.1505229e-9
245.1588094,245.1588094e-9
245.1670954,245.1670954e-9
245.175381,245.175381e-9
245.1836661,245.1836661e-9
245.1919508,245.1919508e-9
245.200235,245.200235e-9
245.2085188,245.2085188e-9
245.2168021,245.2168021e-9
245.225085,245.225085e-9
245.2333674,245.2333674e-9
245.2416493,245.2416493e-9
245.2499308,245.2499308e-9
245.2582119,245.2582119e-9
245.2664925,245.2664925e-9
245.2747726,245.2747726e-9
245.2830523,245.2830523e-9
245.2913315,245.2913315e-9
245.2996103,245.2996103e-9
245.3078886,245.3078886e-9
245.3161665,245.3161665e-9
245.3244439,245.3244439e-9
245.3327208,245.3327208e-9
245.3409973,245.3409973e-9
245.3492734,245.3492734e-9
245.3575489,245.3575489e-9
245.3658241,245.3658241e-9
245.3740988,245.3740988e-9
245.382373,245.382373e-9
245.3906468,245.3906468e-9
245.3989201,245.3989201e-9
245.4071929,245.4071929e-9
245.4154653,245.4154653e-9
245.4237373,245.4237373e-9
245.4320088,245.4320088e-9
245.4402798,245.4402798e-9
245.4485504,245.4485504e-9
245.4568205,245.4568205e-9
245.4650902,245.4650902e-9
245.4733594,245.4733594e-9
245.4816282,245.4816282e-9
245.4898965,245.4898965e-9
245.4981644,245.4981644e-9
245.5064318,245.5064318e-9
245.5146987,245.5146987e-9
245.5229652,245.5229652e-9
245.5312313,245.5312313e-9
245.5394969,245.5394969e-9
245.547762,245.547762e-9
245.5560267,245.5560267e-9
245.5642909,245.5642909e-9
245.5725547,245.5725547e-9
245.580818,245.580818e-9
245.5890808,245.5890808e-9
245.5973432,245.5973432e-9
245.6056052,245.6056052e-9
245.6138667,245.6138667e-9
245.6221277,245.6221277e-9
245.6303883,245.6303883e-9
245.6386484,245.6386484e-9
245.6469081,245.6469081e-9
245.6551673,245.6551673e-9
245.6634261,245.6634261e-9
245.6716844,245.6716844e-9
245.6799423,245.6799423e-9
245.6881997,245.6881997e-9
245.6964566,245.6964566e-9
245.7047131,245.7047131e-9
245.7129692,245.7129692e-9
245.7212247,245.7212247e-9
245.7294799,245.7294799e-9
245.7377345,245.7377345e-9
245.7459888,245.7459888e-9
245.7542425,245.7542425e-9
245.7624958,245.7624958e-9
245.7707487,245.7707487e-9
245.7790011,245.7790011e-9
245.7872531,245.7872531e-9
245.7955045,245.7955045e-9
245.8037556,245.8037556e-9
245.8120062,245.8120062e-9
245.8202563,245.8202563e-9
245.828506,245.828506e-9
245.8367552,245.8367552e-9
245.845004,245.845004e-9
245.8532523,245.8532523e-9
245.8615001,245.8615001e-9
245.8697475,245.8697475e-9
245.8779945,245.8779945e-9
245.886241,245.886241e-9
245.894487,245.894487e-9
245.9027326,245.9027326e-9
245.9109777,245.9109777e-9
245.9192224,245.9192224e-9
245.9274666,245.9274666e-9
245.9357104,245.9357104e-9
245.9439537,245.9439537e-9
245.9521965,245.9521965e-9
245.9604389,245.9604389e-9
245.9686809,245.9686809e-9
245.9769224,245.9769224e-9
245.9851634,245.9851634e-9
245.993404,245.993404e-9
246.0016441,246.0016441e-9
246.0098838,246.0098838e-9
246.018123,246.018123e-9
246.0263618,246.0263618e-9
246.0346001,246.0346001e-9
246.0428379,246.0428379e-9
246.0510753,246.0510753e-9
246.0593123,246.0593123e-9
246.0675488,246.0675488e-9
246.0757848,246.0757848e-9
246.0840204,246.0840204e-9
246.0922555,246.0922555e-9
246.1004902,246.1004902e-9
246.1087244,246.1087244e-9
246.1169582,246.1169582e-9
246.1251915,246.1251915e-9
246.1334243,246.1334243e-9
246.1416567,246.1416567e-9
246.1498887,246.1498887e-9
246.1581202,246.1581202e-9
246.1663512,246.1663512e-9
246.1745818,246.1745818e-9
246.1828119,246.1828119e-9
246.1910416,246.1910416e-9
246.1992708,246.1992708e-9
246.2074996,246.2074996e-9
246.2157279,246.2157279e-9
246.2239557,246.2239557e-9
