Measured unit,Wavelength (m)
400.6607243,400.6607243e-9
400.6743144,400.6743144e-9
400.6879039,400.6879039e-9
400.7014925,400.7014925e-9
400.7150805,400.7150805e-9
400.7286677,400.7286677e-9
400.7422541,400.7422541e-9
400.7558398,400.7558398e-9
400.7694248,400.7694248e-9
400.783009,400.783009e-9
400.7965925,400.7965925e-9
400.8101752,400.8101752e-9
400.8237572,400.8237572e-9
400.8373385,400.8373385e-9
400.850919,400.850919e-9
400.8644988,400.8644988e-9
400.8780778,400.8780778e-9
400.8916561,400.8916561e-9
400.9052336,400.9052336e-9
400.9188104,400.9188104e-9
400.9323865,400.9323865e-9
400.9459618,400.9459618e-9
400.9595364,400.9595364e-9
400.9731102,400.9731102e-9
400.9866833,400.9866833e-9
401.0002557,401.0002557e-9
401.0138273,401.0138273e-9
401.0273982,401.0273982e-9
401.0409683,401.0409683e-9
401.0545377,401.0545377e-9
401.0681063,401.0681063e-9
401.0816742,401.0816742e-9
401.0952414,401.0952414e-9
401.1088078,401.1088078e-9
401.1223735,401.1223735e-9
401.1359384,401.1359384e-9
401.1495026,401.1495026e-9
401.163066,401.163066e-9
401.1766287,401.1766287e-9
401.1901907,401.1901907e-9
401.2037519,401.2037519e-9
401.2173124,401.2173124e-9
401.2308722,401.2308722e-9
401.2444312,401.2444312e-9
401.2579894,401.2579894e-9
401.2715469,401.2715469e-9
401.2851037,401.2851037e-9
401.2986597,401.2986597e-9
401.312215,401.312215e-9
401.3257696,401.3257696e-9
401.3393234,401.3393234e-9
401.3528764,401.3528764e-9
401.3664288,401.3664288e-9
401.3799803,401.3799803e-9
401.3935312,401.3935312e-9
401.4070813,401.4070813e-9
401.4206306,401.4206306e-9
401.4341792,401.4341792e-9
401.4477271,401.4477271e-9
401.4612742,401.4612742e-9
401.4748206,401.4748206e-9
401.4883663,401.4883663e-9
401.5019112,401.5019112e-9
401.5154553,401.5154553e-9
401.5289987,401.5289987e-9
401.5425414,401.5425414e-9
401.5560834,401.5560834e-9
401.5696245,401.5696245e-9
401.583165,401.583165e-9
401.5967047,401.5967047e-9
401.6102437,401.6102437e-9
401.6237819,401.6237819e-9
401.6373194,401.6373194e-9
401.6508561,401.6508561e-9
401.6643921,401.6643921e-9
401.6779274,401.6779274e-9
401.6914619,401.6914619e-9
401.7049957,401.7049957e-9
401.7185287,401.7185287e-9
401.732061,401.732061e-9
401.7455925,401.7455925e-9
401.7591233,401.7591233e-9
401.7726534,401.7726534e-9
401.7861827,401.7861827e-9
401.7997113,401.7997113e-9
401.8132391,401.8132391e-9
401.8267662,401.8267662e-9
401.8402926,401.8402926e-9
401.8538182,401.8538182e-9
401.8673431,401.8673431e-9
401.8808672,401.8808672e-9
401.8943906,401.8943906e-9
401.9079132,401.9079132e-9
401.9214351,401.9214351e-9
401.9349563,401.9349563e-9
401.9484767,401.9484767e-9
401.9619964,401.9619964e-9
401.9755153,401.9755153e-9
401.9890335,401.9890335e-9
402.002551,402.002551e-9
402.0160677,402.0160677e-9
402.0295837,402.0295837e-9
402.0430989,402.0430989e-9
402.0566134,402.0566134e-9
402.0701271,402.0701271e-9
402.0836401,402.0836401e-9
402.0971524,402.0971524e-9
402.1106639,402.1106639e-9
402.1241747,402.1241747e-9
402.1376847,402.1376847e-9
402.151194,402.151194e-9
402.1647025,402.1647025e-9
402.1782103,402.1782103e-9
402.1917174,402.1917174e-9
402.2052237,402.2052237e-9
402.2187293,402.2187293e-9
402.2322341,402.2322341e-9
402.2457382,402.2457382e-9
402.2592416,402.2592416e-9
402.2727442,402.2727442e-9
402.2862461,402.2862461e-9
402.2997472,402.2997472e-9
402.3132476,402.3132476e-9
402.3267472,402.3267472e-9
402.3402461,402.3402461e-9
402.3537443,402.3537443e-9
402.3672417,402.3672417e-9
402.3807384,402.3807384e-9
402.3942343,402.3942343e-9
402.4077295,402.4077295e-9
402.421224,402.421224e-9
402.4347177,402.4347177e-9
402.4482107,402.4482107e-9
402.4617029,402.4617029e-9
402.4751944,402.4751944e-9
402.4886851,402.4886851e-9
402.5021751,402.5021751e-9
402.5156644,402.5156644e-9
402.5291529,402.5291529e-9
402.5426407,402.5426407e-9
402.5561277,402.5561277e-9
402.569614,402.569614e-9
402.5830995,402.5830995e-9
402.5965843,402.5965843e-9
402.6100684,402.6100684e-9
402.6235517,402.6235517e-9
402.6370343,402.6370343e-9
402.6505162,402.6505162e-9
402.6639973,402.6639973e-9
402.6774776,402.6774776e-9
402.6909572,402.6909572e-9
402.7044361,402.7044361e-9
402.7179142,402.7179142e-9
402.7313916,402.7313916e-9
402.7448683,402.7448683e-9
402.7583442,402.7583442e-9
402.7718193,402.7718193e-9
402.7852937,402.7852937e-9
402.7987674,402.7987674e-9
402.8122404,402.8122404e-9
402.8257126,402.8257126e-9
402.839184,402.839184e-9
402.8526547,402.8526547e-9
402.8661247,402.8661247e-9
402.8795939,402.8795939e-9
402.8930624,402.8930624e-9
402.9065301,402.9065301e-9
402.9199971,402.9199971e-9
402.9334634,402.9334634e-9
402.9469289,402.9469289e-9
402.9603937,402.9603937e-9
402.9738577,402.9738577e-9
402.987321,402.987321e-9
403.0007836,403.0007836e-9
403.0142454,403.0142454e-9
403.0277064,403.0277064e-9
403.0411668,403.0411668e-9
403.0546264,403.0546264e-9
403.0680852,403.0680852e-9
403.0815433,403.0815433e-9
403.0950006,403.0950006e-9
403.1084573,403.1084573e-9
403.1219131,403.1219131e-9
403.1353683,403.1353683e-9
403.1488227,403.1488227e-9
403.1622763,403.1622763e-9
403.1757292,403.1757292e-9
403.1891814,403.1891814e-9
403.2026328,403.2026328e-9
403.2160835,403.2160835e-9
403.2295334,403.2295334e-9
403.2429826,403.2429826e-9
403.2564311,403.2564311e-9
403.2698788,403.2698788e-9
403.2833257,403.2833257e-9
403.296772,403.296772e-9
403.3102175,403.3102175e-9
403.3236622,403.3236622e-9
403.3371062,403.3371062e-9
403.3505495,403.3505495e-9
403.363992,403.363992e-9
403.3774338,403.3774338e-9
403.3908748,403.3908748e-9
403.4043151,403.4043151e-9
403.4177546,403.4177546e-9
403.4311934,403.4311934e-9
403.4446315,403.4446315e-9
403.4580688,403.4580688e-9
403.4715054,403.4715054e-9
403.4849413,403.4849413e-9
403.4983764,403.4983764e-9
403.5118107,403.5118107e-9
403.5252443,403.5252443e-9
403.5386772,403.5386772e-9
403.5521093,403.5521093e-9
403.5655407,403.5655407e-9
403.5789714,403.5789714e-9
403.5924013,403.5924013e-9
403.6058304,403.6058304e-9
403.6192589,403.6192589e-9
403.6326865,403.6326865e-9
403.6461135,403.6461135e-9
403.6595397,403.6595397e-9
403.6729651,403.6729651e-9
403.6863898,403.6863898e-9
403.6998138,403.6998138e-9
403.713237,403.713237e-9
403.7266595,403.7266595e-9
403.7400813,403.7400813e-9
403.7535023,403.7535023e-9
403.7669225,403.7669225e-9
403.7803421,403.7803421e-9
403.7937608,403.7937608e-9
403.8071789,403.8071789e-9
403.8205962,403.8205962e-9
403.8340127,403.8340127e-9
403.8474285,403.8474285e-9
403.8608436,403.8608436e-9
403.8742579,403.8742579e-9
403.8876715,403.8876715e-9
403.9010843,403.9010843e-9
403.9144964,403.9144964e-9
403.9279078,403.9279078e-9
403.9413184,403.9413184e-9
403.9547283,403.9547283e-9
403.9681374,403.9681374e-9
403.9815458,403.9815458e-9
403.9949535,403.9949535e-9
404.0083604,404.0083604e-9
404.0217665,404.0217665e-9
404.0351719,404.0351719e-9
404.0485766,404.0485766e-9
404.0619806,404.0619806e-9
404.0753838,404.0753838e-9
404.0887862,404.0887862e-9
404.1021879,404.1021879e-9
404.1155889,404.1155889e-9
404.1289891,404.1289891e-9
404.1423886,404.1423886e-9
404.1557874,404.1557874e-9
404.1691854,404.1691854e-9
404.1825826,404.1825826e-9
404.1959792,404.1959792e-9
404.1643849,404.1643849e-9
404.1783285,404.1783285e-9
404.1922713,404.1922713e-9
404.2062134,404.2062134e-9
404.2201547,404.2201547e-9
404.2340953,404.2340953e-9
404.2480352,404.2480352e-9
404.2619742,404.2619742e-9
404.2759126,404.2759126e-9
404.2898501,404.2898501e-9
404.303787,404.303787e-9
404.317723,404.317723e-9
404.3316583,404.3316583e-9
404.3455929,404.3455929e-9
404.3595267,404.3595267e-9
404.3734598,404.3734598e-9
404.3873921,404.3873921e-9
404.4013236,404.4013236e-9
404.4152544,404.4152544e-9
404.4291844,404.4291844e-9
404.4431137,404.4431137e-9
404.4570423,404.4570423e-9
404.47097,404.47097e-9
404.4848971,404.4848971e-9
404.4988234,404.4988234e-9
404.5127489,404.5127489e-9
404.5266736,404.5266736e-9
404.5405977,404.5405977e-9
404.5545209,404.5545209e-9
404.5684434,404.5684434e-9
404.5823652,404.5823652e-9
404.5962862,404.5962862e-9
404.6102064,404.6102064e-9
404.6241259,404.6241259e-9
404.6380447,404.6380447e-9
404.6519627,404.6519627e-9
404.6658799,404.6658799e-9
404.6797964,404.6797964e-9
404.6937121,404.6937121e-9
404.7076271,404.7076271e-9
404.7215413,404.7215413e-9
404.7354548,404.7354548e-9
404.7493675,404.7493675e-9
404.7632795,404.7632795e-9
404.7771907,404.7771907e-9
404.7911012,404.7911012e-9
404.8050109,404.8050109e-9
404.8189198,404.8189198e-9
404.832828,404.832828e-9
404.8467355,404.8467355e-9
404.8606422,404.8606422e-9
404.8745481,404.8745481e-9
404.8884533,404.8884533e-9
404.9023577,404.9023577e-9
404.9162614,404.9162614e-9
404.9301643,404.9301643e-9
404.9440665,404.9440665e-9
404.9579679,404.9579679e-9
404.9718686,404.9718686e-9
404.9857685,404.9857685e-9
404.9996677,404.9996677e-9
405.0135661,405.0135661e-9
405.0274638,405.0274638e-9
405.0413607,405.0413607e-9
405.0552568,405.0552568e-9
405.0691522,405.0691522e-9
405.0830468,405.0830468e-9
405.0969407,405.0969407e-9
405.1108339,405.1108339e-9
405.1247263,405.1247263e-9
405.1386179,405.1386179e-9
405.1525088,405.1525088e-9
405.1663989,405.1663989e-9
405.1802883,405.1802883e-9
405.1941769,405.1941769e-9
405.2080648,405.2080648e-9
405.2219519,405.2219519e-9
405.2358382,405.2358382e-9
405.2497238,405.2497238e-9
405.2636087,405.2636087e-9
405.2774928,405.2774928e-9
405.2913761,405.2913761e-9
405.3052587,405.3052587e-9
405.3191406,405.3191406e-9
405.3330217,405.3330217e-9
405.346902,405.346902e-9
405.3607816,405.3607816e-9
405.3746604,405.3746604e-9
405.3885385,405.3885385e-9
405.4024158,405.4024158e-9
405.4162924,405.4162924e-9
405.4301682,405.4301682e-9
405.4440432,405.4440432e-9
405.4579175,405.4579175e-9
405.4717911,405.4717911e-9
405.4856639,405.4856639e-9
405.499536,405.499536e-9
405.5134073,405.5134073e-9
405.5272778,405.5272778e-9
405.5411476,405.5411476e-9
405.5550166,405.5550166e-9
405.5688849,405.5688849e-9
405.5827524,405.5827524e-9
405.5966192,405.5966192e-9
405.6104852,405.6104852e-9
405.6243505,405.6243505e-9
405.638215,405.638215e-9
405.6520788,405.6520788e-9
405.6659418,405.6659418e-9
405.6798041,405.6798041e-9
405.6936656,405.6936656e-9
405.7075263,405.7075263e-9
405.7213863,405.7213863e-9
405.7352456,405.7352456e-9
405.7491041,405.7491041e-9
405.7629618,405.7629618e-9
405.7768188,405.7768188e-9
405.790675,405.790675e-9
405.8045305,405.8045305e-9
405.8183852,405.8183852e-9
405.8322392,405.8322392e-9
405.8460924,405.8460924e-9
405.8599449,405.8599449e-9
405.8737966,405.8737966e-9
405.8876476,405.8876476e-9
405.9014978,405.9014978e-9
405.9153472,405.9153472e-9
405.9291959,405.9291959e-9
405.9430439,405.9430439e-9
405.9568911,405.9568911e-9
405.9707375,405.9707375e-9
405.9845832,405.9845832e-9
405.9984281,405.9984281e-9
406.0122723,406.0122723e-9
406.0261158,406.0261158e-9
406.0399584,406.0399584e-9
406.0538004,406.0538004e-9
406.0676415,406.0676415e-9
406.081482,406.081482e-9
406.0953216,406.0953216e-9
406.1091605,406.1091605e-9
406.1229987,406.1229987e-9
406.1368361,406.1368361e-9
406.1506727,406.1506727e-9
406.1645086,406.1645086e-9
406.1783438,406.1783438e-9
406.1921782,406.1921782e-9
406.2060118,406.2060118e-9
406.2198447,406.2198447e-9
406.2336768,406.2336768e-9
406.2475082,406.2475082e-9
406.2613388,406.2613388e-9
406.2751687,406.2751687e-9
406.2889978,406.2889978e-9
406.3028262,406.3028262e-9
406.3166538,406.3166538e-9
406.3304807,406.3304807e-9
406.3443068,406.3443068e-9
406.3581321,406.3581321e-9
406.3719567,406.3719567e-9
406.3857806,406.3857806e-9
406.3996037,406.3996037e-9
406.413426,406.413426e-9
406.4272476,406.4272476e-9
406.4410685,406.4410685e-9
406.4548885,406.4548885e-9
406.4687079,406.4687079e-9
406.4825264,406.4825264e-9
406.4963443,406.4963443e-9
406.5101613,406.5101613e-9
406.5239777,406.5239777e-9
406.5377932,406.5377932e-9
406.551608,406.551608e-9
406.5654221,406.5654221e-9
406.5792354,406.5792354e-9
406.5930479,406.5930479e-9
406.6068597,406.6068597e-9
406.6206708,406.6206708e-9
406.6344811,406.6344811e-9
406.6482906,406.6482906e-9
406.6620994,406.6620994e-9
406.6759074,406.6759074e-9
406.6897147,406.6897147e-9
406.7035212,406.7035212e-9
406.717327,406.717327e-9
406.731132,406.731132e-9
406.7449363,406.7449363e-9
406.7587398,406.7587398e-9
406.7725426,406.7725426e-9
406.7863446,406.7863446e-9
406.8001458,406.8001458e-9
406.8139463,406.8139463e-9
406.8277461,406.8277461e-9
406.8415451,406.8415451e-9
406.8553433,406.8553433e-9
406.8691408,406.8691408e-9
406.8829376,406.8829376e-9
406.8967335,406.8967335e-9
406.9105288,406.9105288e-9
406.9243232,406.9243232e-9
406.938117,406.938117e-9
406.9519099,406.9519099e-9
406.9657021,406.9657021e-9
406.9794936,406.9794936e-9
406.9932843,406.9932843e-9
407.0070743,407.0070743e-9
407.0208635,407.0208635e-9
407.0346519,407.0346519e-9
407.0484396,407.0484396e-9
407.0622266,407.0622266e-9
407.0760128,407.0760128e-9
407.0897982,407.0897982e-9
407.1035829,407.1035829e-9
407.1173668,407.1173668e-9
407.13115,407.13115e-9
407.1449324,407.1449324e-9
407.1587141,407.1587141e-9
407.172495,407.172495e-9
407.1862752,407.1862752e-9
407.2000546,407.2000546e-9
407.2138333,407.2138333e-9
407.2276112,407.2276112e-9
407.2413883,407.2413883e-9
407.2551647,407.2551647e-9
407.2689404,407.2689404e-9
407.2827153,407.2827153e-9
407.2964894,407.2964894e-9
407.3102628,407.3102628e-9
407.3240354,407.3240354e-9
407.3378073,407.3378073e-9
407.3515784,407.3515784e-9
407.3653488,407.3653488e-9
407.3791184,407.3791184e-9
407.3928873,407.3928873e-9
407.4066554,407.4066554e-9
407.4204228,407.4204228e-9
407.4341894,407.4341894e-9
407.4479552,407.4479552e-9
407.4617204,407.4617204e-9
407.4754847,407.4754847e-9
407.4892483,407.4892483e-9
407.5030111,407.5030111e-9
407.5167732,407.5167732e-9
407.5305346,407.5305346e-9
407.5442952,407.5442952e-9
407.558055,407.558055e-9
407.5718141,407.5718141e-9
407.5855724,407.5855724e-9
407.59933,407.59933e-9
407.6130868,407.6130868e-9
407.6268428,407.6268428e-9
407.6405982,407.6405982e-9
407.6543527,407.6543527e-9
407.6681065,407.6681065e-9
407.6818596,407.6818596e-9
407.6956119,407.6956119e-9
407.7093634,407.7093634e-9
407.7231142,407.7231142e-9
407.7368643,407.7368643e-9
407.7506135,407.7506135e-9
407.7643621,407.7643621e-9
407.7781099,407.7781099e-9
407.7918569,407.7918569e-9
407.8056032,407.8056032e-9
407.8193487,407.8193487e-9
407.8330935,407.8330935e-9
407.8468375,407.8468375e-9
407.8605807,407.8605807e-9
407.8743232,407.8743232e-9
407.888065,407.888065e-9
407.901806,407.901806e-9
407.9155463,407.9155463e-9
407.9292857,407.9292857e-9
407.9430245,407.9430245e-9
407.9567625,407.9567625e-9
407.9704997,407.9704997e-9
407.9842362,407.9842362e-9
407.9979719,407.9979719e-9
408.0117069,408.0117069e-9
408.0254411,408.0254411e-9
408.0391746,408.0391746e-9
408.0529073,408.0529073e-9
408.0666393,408.0666393e-9
408.0803705,408.0803705e-9
408.094101,408.094101e-9
408.1078307,408.1078307e-9
408.1215596,408.1215596e-9
408.1352878,408.1352878e-9
408.1490153,408.1490153e-9
408.162742,408.162742e-9
408.1764679,408.1764679e-9
408.1901931,408.1901931e-9
408.2039175,408.2039175e-9
408.2176412,408.2176412e-9
408.2313641,408.2313641e-9
408.2450863,408.2450863e-9
408.2588077,408.2588077e-9
408.2725284,408.2725284e-9
408.2862483,408.2862483e-9
408.2999675,408.2999675e-9
408.3136859,408.3136859e-9
408.3274035,408.3274035e-9
408.3411204,408.3411204e-9
408.3548366,408.3548366e-9
408.368552,408.368552e-9
408.3822666,408.3822666e-9
408.3959805,408.3959805e-9
408.4096937,408.4096937e-9
408.423406,408.423406e-9
408.4371177,408.4371177e-9
408.4508285,408.4508285e-9
408.4645387,408.4645387e-9
408.478248,408.478248e-9
408.4919567,408.4919567e-9
408.5056645,408.5056645e-9
408.5193716,408.5193716e-9
408.533078,408.533078e-9
408.5467836,408.5467836e-9
408.5604884,408.5604884e-9
408.5741925,408.5741925e-9
408.5878959,408.5878959e-9
408.6015985,408.6015985e-9
408.6153003,408.6153003e-9
408.6290014,408.6290014e-9
408.6427017,408.6427017e-9
408.6564013,408.6564013e-9
408.6701002,408.6701002e-9
408.6837982,408.6837982e-9
408.6974955,408.6974955e-9
408.7111921,408.7111921e-9
408.7248879,408.7248879e-9
408.738583,408.738583e-9
408.7522773,408.7522773e-9
408.7659709,408.7659709e-9
408.7796637,408.7796637e-9
408.7933557,408.7933557e-9
408.807047,408.807047e-9
408.8207375,408.8207375e-9
408.8344273,408.8344273e-9
408.8481164,408.8481164e-9
408.8618046,408.8618046e-9
408.8754922,408.8754922e-9
408.889179,408.889179e-9
408.902865,408.902865e-9
408.9165502,408.9165502e-9
408.9302348,408.9302348e-9
408.9439185,408.9439185e-9
408.9576015,408.9576015e-9
408.9712838,408.9712838e-9
408.9849653,408.9849653e-9
408.9986461,408.9986461e-9
409.0123261,409.0123261e-9
409.0260053,409.0260053e-9
409.0396838,409.0396838e-9
409.0533615,409.0533615e-9
409.0670385,409.0670385e-9
409.0807147,409.0807147e-9
409.0943902,409.0943902e-9
409.108065,409.108065e-9
409.1217389,409.1217389e-9
409.1354121,409.1354121e-9
409.1490846,409.1490846e-9
409.1627563,409.1627563e-9
409.1764273,409.1764273e-9
409.1900975,409.1900975e-9
409.203767,409.203767e-9
409.2174357,409.2174357e-9
409.2311036,409.2311036e-9
409.2447708,409.2447708e-9
409.2584372,409.2584372e-9
409.2721029,409.2721029e-9
409.2857679,409.2857679e-9
409.299432,409.299432e-9
409.3130955,409.3130955e-9
409.3267582,409.3267582e-9
409.3404201,409.3404201e-9
409.3540812,409.3540812e-9
409.3677417,409.3677417e-9
409.3814013,409.3814013e-9
409.3950602,409.3950602e-9
409.4087184,409.4087184e-9
409.4223758,409.4223758e-9
409.4360324,409.4360324e-9
409.4496883,409.4496883e-9
409.4633435,409.4633435e-9
409.4769979,409.4769979e-9
409.4906515,409.4906515e-9
409.5043044,409.5043044e-9
409.5179565,409.5179565e-9
409.5316079,409.5316079e-9
409.5452585,409.5452585e-9
409.5589084,409.5589084e-9
409.5725575,409.5725575e-9
409.5862059,409.5862059e-9
409.5998535,409.5998535e-9
409.6135004,409.6135004e-9
409.6271465,409.6271465e-9
409.6407918,409.6407918e-9
409.6544364,409.6544364e-9
409.6680803,409.6680803e-9
409.6817234,409.6817234e-9
409.6953657,409.6953657e-9
409.7090073,409.7090073e-9
409.7226481,409.7226481e-9
409.7362882,409.7362882e-9
409.7499276,409.7499276e-9
409.7635661,409.7635661e-9
409.777204,409.777204e-9
409.790841,409.790841e-9
409.8044773,409.8044773e-9
409.8181129,409.8181129e-9
409.8317477,409.8317477e-9
409.8453818,409.8453818e-9
409.8590151,409.8590151e-9
409.8726476,409.8726476e-9
409.8862794,409.8862794e-9
409.8999105,409.8999105e-9
409.9135408,409.9135408e-9
409.9271703,409.9271703e-9
409.9407991,409.9407991e-9
409.9544271,409.9544271e-9
409.9680544,409.9680544e-9
409.9816809,409.9816809e-9
409.9953067,409.9953067e-9
410.0089317,410.0089317e-9
410.022556,410.022556e-9
410.0361795,410.0361795e-9
410.0498022,410.0498022e-9
410.0634242,410.0634242e-9
410.0770455,410.0770455e-9
410.090666,410.090666e-9
410.1042857,410.1042857e-9
410.1179047,410.1179047e-9
410.131523,410.131523e-9
410.1451405,410.1451405e-9
410.1587572,410.1587572e-9
410.1723732,410.1723732e-9
410.1859884,410.1859884e-9
410.1996029,410.1996029e-9
410.2132166,410.2132166e-9
410.2268296,410.2268296e-9
410.2404418,410.2404418e-9
410.2540533,410.2540533e-9
410.267664,410.267664e-9
410.2812739,410.2812739e-9
410.2948831,410.2948831e-9
410.3084916,410.3084916e-9
410.3220993,410.3220993e-9
410.3357062,410.3357062e-9
410.3493124,410.3493124e-9
410.3629178,410.3629178e-9
410.3765225,410.3765225e-9
410.3901265,410.3901265e-9
410.4037296,410.4037296e-9
410.3691444,410.3691444e-9
410.3833118,410.3833118e-9
410.3974783,410.3974783e-9
410.4116441,410.4116441e-9
410.4258091,410.4258091e-9
410.4399734,410.4399734e-9
410.4541369,410.4541369e-9
410.4682996,410.4682996e-9
410.4824616,410.4824616e-9
410.4966228,410.4966228e-9
410.5107832,410.5107832e-9
410.5249429,410.5249429e-9
410.5391018,410.5391018e-9
410.5532599,410.5532599e-9
410.5674173,410.5674173e-9
410.5815739,410.5815739e-9
410.5957298,410.5957298e-9
410.6098849,410.6098849e-9
410.6240392,410.6240392e-9
410.6381927,410.6381927e-9
410.6523455,410.6523455e-9
410.6664975,410.6664975e-9
410.6806488,410.6806488e-9
410.6947993,410.6947993e-9
410.708949,410.708949e-9
410.723098,410.723098e-9
410.7372462,410.7372462e-9
410.7513936,410.7513936e-9
410.7655403,410.7655403e-9
410.7796862,410.7796862e-9
410.7938313,410.7938313e-9
410.8079757,410.8079757e-9
410.8221193,410.8221193e-9
410.8362621,410.8362621e-9
410.8504042,410.8504042e-9
410.8645455,410.8645455e-9
410.8786861,410.8786861e-9
410.8928259,410.8928259e-9
410.9069649,410.9069649e-9
410.9211031,410.9211031e-9
410.9352406,410.9352406e-9
410.9493774,410.9493774e-9
410.9635133,410.9635133e-9
410.9776485,410.9776485e-9
410.9917829,410.9917829e-9
411.0059166,411.0059166e-9
411.0200495,411.0200495e-9
411.0341816,411.0341816e-9
411.048313,411.048313e-9
411.0624436,411.0624436e-9
411.0765735,411.0765735e-9
411.0907025,411.0907025e-9
411.1048309,411.1048309e-9
411.1189584,411.1189584e-9
411.1330852,411.1330852e-9
411.1472112,411.1472112e-9
411.1613364,411.1613364e-9
411.1754609,411.1754609e-9
411.1895847,411.1895847e-9
411.2037076,411.2037076e-9
411.2178298,411.2178298e-9
411.2319512,411.2319512e-9
411.2460719,411.2460719e-9
411.2601918,411.2601918e-9
411.2743109,411.2743109e-9
411.2884293,411.2884293e-9
411.3025469,411.3025469e-9
411.3166637,411.3166637e-9
411.3307798,411.3307798e-9
411.3448951,411.3448951e-9
411.3590097,411.3590097e-9
411.3731235,411.3731235e-9
411.3872365,411.3872365e-9
411.4013487,411.4013487e-9
411.4154602,411.4154602e-9
411.4295709,411.4295709e-9
411.4436809,411.4436809e-9
411.4577901,411.4577901e-9
411.4718985,411.4718985e-9
411.4860062,411.4860062e-9
411.500113,411.500113e-9
411.5142192,411.5142192e-9
411.5283245,411.5283245e-9
411.5424291,411.5424291e-9
411.556533,411.556533e-9
411.5706361,411.5706361e-9
411.5847384,411.5847384e-9
411.5988399,411.5988399e-9
411.6129407,411.6129407e-9
411.6270407,411.6270407e-9
411.6411399,411.6411399e-9
411.6552384,411.6552384e-9
411.6693361,411.6693361e-9
411.6834331,411.6834331e-9
411.6975293,411.6975293e-9
411.7116247,411.7116247e-9
411.7257194,411.7257194e-9
411.7398133,411.7398133e-9
411.7539064,411.7539064e-9
411.7679987,411.7679987e-9
411.7820903,411.7820903e-9
411.7961812,411.7961812e-9
411.8102712,411.8102712e-9
411.8243606,411.8243606e-9
411.8384491,411.8384491e-9
411.8525369,411.8525369e-9
411.8666239,411.8666239e-9
411.8807101,411.8807101e-9
411.8947956,411.8947956e-9
411.9088803,411.9088803e-9
411.9229643,411.9229643e-9
411.9370474,411.9370474e-9
411.9511299,411.9511299e-9
411.9652115,411.9652115e-9
411.9792924,411.9792924e-9
411.9933725,411.9933725e-9
412.0074519,412.0074519e-9
412.0215305,412.0215305e-9
412.0356083,412.0356083e-9
412.0496854,412.0496854e-9
412.0637617,412.0637617e-9
412.0778372,412.0778372e-9
412.091912,412.091912e-9
412.105986,412.105986e-9
412.1200593,412.1200593e-9
412.1341317,412.1341317e-9
412.1482034,412.1482034e-9
412.1622744,412.1622744e-9
412.1763446,412.1763446e-9
412.190414,412.190414e-9
412.2044826,412.2044826e-9
412.2185505,412.2185505e-9
412.2326177,412.2326177e-9
412.246684,412.246684e-9
412.2607496,412.2607496e-9
412.2748144,412.2748144e-9
412.2888785,412.2888785e-9
412.3029418,412.3029418e-9
412.3170043,412.3170043e-9
412.3310661,412.3310661e-9
412.3451271,412.3451271e-9
412.3591874,412.3591874e-9
412.3732468,412.3732468e-9
412.3873055,412.3873055e-9
412.4013635,412.4013635e-9
412.4154207,412.4154207e-9
412.4294771,412.4294771e-9
412.4435327,412.4435327e-9
412.4575876,412.4575876e-9
412.4716417,412.4716417e-9
412.4856951,412.4856951e-9
412.4997477,412.4997477e-9
412.5137995,412.5137995e-9
412.5278506,412.5278506e-9
412.5419009,412.5419009e-9
412.5559504,412.5559504e-9
412.5699992,412.5699992e-9
412.5840472,412.5840472e-9
412.5980944,412.5980944e-9
412.6121409,412.6121409e-9
412.6261866,412.6261866e-9
412.6402315,412.6402315e-9
412.6542757,412.6542757e-9
412.6683191,412.6683191e-9
412.6823618,412.6823618e-9
412.6964036,412.6964036e-9
412.7104448,412.7104448e-9
412.7244851,412.7244851e-9
412.7385247,412.7385247e-9
412.7525635,412.7525635e-9
412.7666016,412.7666016e-9
412.7806389,412.7806389e-9
412.7946754,412.7946754e-9
412.8087112,412.8087112e-9
412.8227462,412.8227462e-9
412.8367804,412.8367804e-9
412.8508139,412.8508139e-9
412.8648466,412.8648466e-9
412.8788785,412.8788785e-9
412.8929097,412.8929097e-9
412.9069401,412.9069401e-9
412.9209698,412.9209698e-9
412.9349986,412.9349986e-9
412.9490268,412.9490268e-9
412.9630541,412.9630541e-9
412.9770807,412.9770807e-9
412.9911065,412.9911065e-9
413.0051316,413.0051316e-9
413.0191559,413.0191559e-9
413.0331794,413.0331794e-9
413.0472022,413.0472022e-9
413.0612241,413.0612241e-9
413.0752454,413.0752454e-9
413.0892658,413.0892658e-9
413.1032855,413.1032855e-9
413.1173045,413.1173045e-9
413.1313227,413.1313227e-9
413.1453401,413.1453401e-9
413.1593567,413.1593567e-9
413.1733726,413.1733726e-9
413.1873877,413.1873877e-9
413.2014021,413.2014021e-9
413.2154156,413.2154156e-9
413.2294285,413.2294285e-9
413.2434405,413.2434405e-9
413.2574518,413.2574518e-9
413.2714623,413.2714623e-9
413.2854721,413.2854721e-9
413.2994811,413.2994811e-9
413.3134893,413.3134893e-9
413.3274968,413.3274968e-9
413.3415035,413.3415035e-9
413.3555094,413.3555094e-9
413.3695146,413.3695146e-9
413.383519,413.383519e-9
413.3975226,413.3975226e-9
413.4115255,413.4115255e-9
413.4255276,413.4255276e-9
413.439529,413.439529e-9
413.4535295,413.4535295e-9
413.4675293,413.4675293e-9
413.4815284,413.4815284e-9
413.4955267,413.4955267e-9
413.5095242,413.5095242e-9
