Measured unit,Wavelength (m),Sensitivity,Additional multiplier,Additional additive
769,6.58558E-07,0.000428638,,
770,6.58567E-07,0.000427958,,
771,6.58577E-07,0.000427074,,
772,6.58586E-07,0.000426822,,
773,6.58596E-07,0.000426839,,
774,6.58605E-07,0.000427142,,
775,6.58615E-07,0.000427009,,
776,6.58624E-07,0.000426875,,
777,6.58633E-07,0.000426728,,
778,6.58643E-07,0.000426644,,
779,6.58652E-07,0.000427071,,
780,6.58662E-07,0.000427385,,
781,6.58671E-07,0.000427229,,
782,6.58681E-07,0.000427018,,
783,6.5869E-07,0.000426599,,
784,6.58699E-07,0.000426842,,
785,6.58709E-07,0.000427158,,
786,6.58718E-07,0.000427058,,
787,6.58728E-07,0.000426357,,
788,6.58737E-07,0.000426117,,
789,6.58747E-07,0.000426154,,
790,6.58756E-07,0.000426464,,
791,6.58766E-07,0.000426656,,
792,6.58775E-07,0.000426957,,
793,6.58784E-07,0.000426641,,
794,6.58794E-07,0.000426342,,
795,6.58803E-07,0.000426505,,
796,6.58813E-07,0.000426803,,
797,6.58822E-07,0.000426504,,
798,6.58832E-07,0.000426106,,
799,6.58841E-07,0.000425552,,
800,6.5885E-07,0.000425681,,
801,6.5886E-07,0.000425789,,
802,6.58869E-07,0.000425996,,
803,6.58879E-07,0.000426159,,
804,6.58888E-07,0.000426092,,
805,6.58898E-07,0.000425815,,
806,6.58907E-07,0.000425987,,
807,6.58916E-07,0.000425795,,
808,6.58926E-07,0.00042573,,
809,6.58935E-07,0.000425258,,
810,6.58945E-07,0.000424805,,
811,6.58954E-07,0.000424823,,
812,6.58964E-07,0.000424592,,
813,6.58973E-07,0.000424577,,
814,6.58983E-07,0.000424801,,
815,6.58992E-07,0.000424647,,
816,6.59001E-07,0.000424393,,
817,6.59011E-07,0.000424371,,
818,6.5902E-07,0.000424763,,
819,6.5903E-07,0.000425287,,
820,6.59039E-07,0.000425548,,
821,6.59049E-07,0.000425957,,
822,6.59058E-07,0.000425791,,
823,6.59067E-07,0.000425508,,
824,6.59077E-07,0.000425165,,
825,6.59086E-07,0.000425183,,
826,6.59096E-07,0.000425428,,
827,6.59105E-07,0.000425348,,
828,6.59115E-07,0.000424421,,
829,6.59124E-07,0.000423691,,
830,6.59133E-07,0.000422776,,
831,6.59143E-07,0.000422817,,
832,6.59152E-07,0.000423194,,
833,6.59162E-07,0.000423325,,
834,6.59171E-07,0.000423552,,
835,6.59181E-07,0.000422879,,
836,6.5919E-07,0.00042266,,
837,6.592E-07,0.00042254,,
838,6.59209E-07,0.000422434,,
839,6.59218E-07,0.00042299,,
840,6.59228E-07,0.000422987,,
841,6.59237E-07,0.000422526,,
842,6.59247E-07,0.000422562,,
843,6.59256E-07,0.000422234,,
844,6.59266E-07,0.000422466,,
845,6.59275E-07,0.000422133,,
846,6.59284E-07,0.000422408,,
847,6.59294E-07,0.000422483,,
848,6.59303E-07,0.000422652,,
849,6.59313E-07,0.000422707,,
850,6.59322E-07,0.000423107,,
851,6.59332E-07,0.00042316,,
852,6.59341E-07,0.000423694,,
853,6.5935E-07,0.000424137,,
854,6.5936E-07,0.000424321,,
855,6.59369E-07,0.000423722,,
856,6.59379E-07,0.000423412,,
857,6.59388E-07,0.000422788,,
858,6.59398E-07,0.000422265,,
859,6.59407E-07,0.000422148,,
860,6.59417E-07,0.000421814,,
861,6.59426E-07,0.000421023,,
862,6.59435E-07,0.000420712,,
863,6.59445E-07,0.000420971,,
864,6.59454E-07,0.000421834,,
865,6.59464E-07,0.000422138,,
866,6.59473E-07,0.000422564,,
867,6.59483E-07,0.000422804,,
868,6.59492E-07,0.000422407,,
869,6.59501E-07,0.000422366,,
870,6.59511E-07,0.000422102,,
871,6.5952E-07,0.000421312,,
872,6.5953E-07,0.000420951,,
873,6.59539E-07,0.000420919,,
874,6.59549E-07,0.0004211,,
875,6.59558E-07,0.000420575,,
876,6.59567E-07,0.000419925,,
877,6.59577E-07,0.000419889,,
878,6.59586E-07,0.00042012,,
879,6.59596E-07,0.000420945,,
880,6.59605E-07,0.000421478,,
881,6.59615E-07,0.000421021,,
882,6.59624E-07,0.000420155,,
883,6.59634E-07,0.000419554,,
884,6.59643E-07,0.00041965,,
885,6.59652E-07,0.000419491,,
886,6.59662E-07,0.000419235,,
887,6.59671E-07,0.000418697,,
888,6.59681E-07,0.000418448,,
889,6.5969E-07,0.00041806,,
890,6.597E-07,0.000418024,,
891,6.59709E-07,0.000418154,,
892,6.59718E-07,0.000418052,,
893,6.59728E-07,0.000417657,,
894,6.59737E-07,0.000417569,,
895,6.59747E-07,0.000417668,,
896,6.59756E-07,0.000417701,,
897,6.59766E-07,0.000417379,,
898,6.59775E-07,0.000417666,,
899,6.59784E-07,0.000417678,,
900,6.59794E-07,0.00041776,,
901,6.59803E-07,0.000417969,,
902,6.59813E-07,0.000418442,,
903,6.59822E-07,0.000418766,,
904,6.59832E-07,0.000418784,,
905,6.59841E-07,0.00041933,,
906,6.5985E-07,0.0004194,,
907,6.5986E-07,0.000419133,,
908,6.59869E-07,0.000419209,,
909,6.59879E-07,0.000419411,,
910,6.59888E-07,0.000419594,,
911,6.59898E-07,0.00041944,,
912,6.59907E-07,0.000419319,,
913,6.59917E-07,0.000419247,,
914,6.59926E-07,0.000418972,,
915,6.59935E-07,0.000419158,,
916,6.59945E-07,0.000419318,,
917,6.59954E-07,0.000419502,,
918,6.59964E-07,0.000419324,,
919,6.59973E-07,0.00041888,,
920,6.59983E-07,0.000418824,,
921,6.59992E-07,0.000418844,,
922,6.60001E-07,0.000418179,,
923,6.60011E-07,0.000417635,,
924,6.6002E-07,0.000416897,,
925,6.6003E-07,0.000416492,,
926,6.60039E-07,0.000416356,,
927,6.60049E-07,0.000416217,,
928,6.60058E-07,0.000415978,,
929,6.60067E-07,0.000415025,,
930,6.60077E-07,0.000414491,,
931,6.60086E-07,0.000414472,,
932,6.60096E-07,0.000414274,,
933,6.60105E-07,0.000414294,,
934,6.60115E-07,0.000414252,,
935,6.60124E-07,0.000413555,,
936,6.60134E-07,0.000412757,,
937,6.60143E-07,0.000412316,,
938,6.60152E-07,0.000412175,,
939,6.60162E-07,0.000411747,,
940,6.60171E-07,0.00041147,,
941,6.60181E-07,0.000411194,,
942,6.6019E-07,0.000411104,,
943,6.602E-07,0.000410528,,
944,6.60209E-07,0.000410391,,
945,6.60218E-07,0.000410485,,
946,6.60228E-07,0.000410622,,
947,6.60237E-07,0.000410587,,
948,6.60247E-07,0.000410413,,
949,6.60256E-07,0.00041033,,
950,6.60266E-07,0.000410311,,
951,6.60275E-07,0.000410264,,
952,6.60284E-07,0.000410152,,
953,6.60294E-07,0.000409826,,
954,6.60303E-07,0.000409999,,
955,6.60313E-07,0.000410242,,
956,6.60322E-07,0.000410419,,
957,6.60332E-07,0.000410868,,
958,6.60341E-07,0.000410823,,
959,6.60351E-07,0.000410755,,
960,6.6036E-07,0.000410453,,
961,6.60369E-07,0.000410421,,
962,6.60379E-07,0.000410201,,
963,6.60388E-07,0.000409717,,
964,6.60398E-07,0.000408941,,
965,6.60407E-07,0.000408838,,
966,6.60417E-07,0.000408327,,
967,6.60426E-07,0.000408403,,
968,6.60435E-07,0.00040814,,
969,6.60445E-07,0.000407551,,
970,6.60454E-07,0.000407315,,
971,6.60464E-07,0.000407274,,
972,6.60473E-07,0.000407224,,
973,6.60483E-07,0.000407748,,
974,6.60492E-07,0.00040768,,
975,6.60501E-07,0.000408006,,
976,6.60511E-07,0.000407684,,
977,6.6052E-07,0.000407638,,
978,6.6053E-07,0.000407972,,
979,6.60539E-07,0.00040803,,
980,6.60549E-07,0.000408272,,
981,6.60558E-07,0.000408191,,
982,6.60568E-07,0.00040769,,
983,6.60577E-07,0.000407361,,
984,6.60586E-07,0.000406911,,
985,6.60596E-07,0.000406896,,
986,6.60605E-07,0.000406715,,
987,6.60615E-07,0.00040642,,
988,6.60624E-07,0.000406408,,
989,6.60634E-07,0.000406157,,
990,6.60643E-07,0.000405545,,
991,6.60652E-07,0.000405079,,
992,6.60662E-07,0.000404716,,
993,6.60671E-07,0.000404711,,
994,6.60681E-07,0.000404445,,
995,6.6069E-07,0.000404038,,
996,6.607E-07,0.000403711,,
997,6.60709E-07,0.00040342,,
998,6.60718E-07,0.000403855,,
999,6.60728E-07,0.000404802,,
1000,6.60737E-07,0.000405471,,
1001,6.60747E-07,0.000405562,,
1002,6.60756E-07,0.000405101,,
1003,6.60766E-07,0.00040499,,
1004,6.60775E-07,0.000404975,,
1005,6.60785E-07,0.000404556,,
1006,6.60794E-07,0.000403713,,
1007,6.60803E-07,0.000403012,,
1008,6.60813E-07,0.000402195,,
1009,6.60822E-07,0.000400976,,
1010,6.60832E-07,0.000400545,,
1011,6.60841E-07,0.000400595,,
1012,6.60851E-07,0.000399999,,
1013,6.6086E-07,0.000399628,,
1014,6.60869E-07,0.000399581,,
1015,6.60879E-07,0.000399789,,
1016,6.60888E-07,0.000399332,,
1017,6.60898E-07,0.000399372,,
1018,6.60907E-07,0.000399899,,
1019,6.60917E-07,0.000400298,,
1020,6.60926E-07,0.000400249,,
1021,6.60935E-07,0.000400568,,
1022,6.60945E-07,0.000400808,,
1023,6.60954E-07,0.000401129,,
1024,6.60964E-07,0.000401592,,
