198.622225;0.474417367
198.629239;4.51555459
198.636253;8.16562621
198.643266;6.92559094
198.650279;1.63994383
198.657291;-4.98787752
198.664303;-9.84643525
198.671315;-7.23647528
198.678326;-4.50283544
198.685337;-5.42413801
198.692348;4.81935821
198.699358;4.81118773
198.706368;-0.0831160231
198.713378;-1.46725724
198.720387;-4.85343387
198.727396;-7.39751336
198.734405;1.85458294
198.741413;8.57713605
198.748421;5.98515659
198.755428;0.644007293
198.762435;1.82293136
198.769442;4.68371522
198.776448;2.9779244
198.783454;-4.24127
198.79046;-5.24425528
198.797465;-1.66954826
198.80447;-1.63200818
198.811475;-4.83665732
198.818479;-9.44132815
198.825483;-9.66837299
198.832486;-6.05660349
198.83949;-0.111528431
198.846492;1.0102735
198.853495;1.26210728
198.860497;-1.93208845
198.867498;-3.98242593
198.8745;-6.99545744
198.881501;-9.4988271
198.888501;-10.4996975
198.895502;-11.718672
198.902501;-9.64060493
198.909501;-5.52538546
198.9165;1.65234508
198.923499;3.67150913
198.930497;-4.767517
198.937495;-6.05072782
198.944493;-3.6023941
198.951491;-3.86052656
198.958488;-2.76761365
198.965484;-0.705023914
198.97248;2.6329639
198.979476;5.36054594
198.986472;9.01571273
198.993467;13.2978222
199.000462;11.5229291
199.007456;4.36785065
199.01445;-3.03625774
199.021444;-9.72861954
199.028438;-12.2995437
199.035431;-12.3542331
199.042423;-11.1583951
199.049416;-6.68205797
199.056408;-2.01862929
199.063399;-3.34168602
199.07039;-9.23217868
199.077381;-11.282234
199.084372;-7.06410581
199.091362;-2.82691328
199.098352;-6.53445003
199.105341;-7.96554293
199.11233;-8.19936834
199.119319;-6.85183774
199.126307;-6.53845835
199.133295;-3.21598932
199.140283;7.92565899
199.14727;12.2263288
199.154257;6.36781073
199.161243;-0.705240188
199.168229;1.87439174
199.175215;3.66877338
199.1822;-0.0327627937
199.189186;-7.49567973
199.19617;-17.3707922
199.203155;-22.5919161
199.210139;-17.2102835
199.217122;-11.005647
199.224105;-9.73968079
199.231088;-7.36948745
199.238071;-10.8260137
199.245053;-14.6399139
199.252035;-9.70583108
199.259016;-6.75042092
199.265997;-11.706096
199.272978;-14.1811467
199.279958;-6.17144235
199.286938;2.61310049
199.293918;6.81726539
199.300897;7.62031392
199.307876;5.69657787
199.314855;-2.06548068
199.321833;-5.70127646
199.328811;-7.03404569
199.335788;-7.03569306
199.342765;-1.07821868
199.349742;4.08812148
199.356718;0.361449406
199.363694;-3.38728289
199.37067;-0.153732032
199.377645;0.322339164
199.38462;5.73327783
199.391595;12.5339927
199.398569;7.4086665
199.405543;-0.329041297
199.412516;0.622437695
199.419489;-2.16821607
199.426462;-3.49801039
199.433434;-5.23849169
199.440406;-8.6506202
199.447378;-5.87290437
199.454349;-5.02078842
199.46132;-3.58083769
199.468291;0.0858804325
199.475261;2.20424257
199.482231;1.47175376
199.4892;-0.839388281
199.496169;-5.76167875
199.503138;-5.39087761
199.510106;-3.33533388
199.517074;-8.14323709
199.524042;-12.9881602
199.531009;-6.98512777
199.537976;0.756696126
199.544943;3.93991855
199.551909;3.29766577
199.558875;4.21508797
199.56584;4.71393988
199.572805;1.71852694
199.57977;-2.87285777
199.586735;-2.35633682
199.593699;-3.1861148
199.600662;-0.570786348
199.607626;3.226239
199.614588;2.08629365
199.621551;-2.65849311
199.628513;-9.33463991
199.635475;-10.3761641
199.642436;-11.4796671
199.649398;-4.71632328
199.656358;7.48431755
199.663319;4.91192898
199.670279;-4.88680536
199.677238;-2.62539824
199.684198;3.36772622
199.691157;-1.5895495
199.698115;-10.3177576
199.705073;-14.684532
199.712031;-9.57240614
199.718989;-2.86841982
199.725946;-2.08593453
199.732902;-4.17619102
199.739859;-5.5827246
199.746815;-2.71785036
199.75377;-5.01000489
199.760726;-11.6476368
199.767681;-9.76069309
199.774635;-2.65236925
199.781589;1.72135869
199.788543;-3.03604757
199.795497;-5.62560871
199.80245;-0.498051379
199.809402;3.97757485
199.816355;1.64491564
199.823307;4.51135939
199.830258;4.90287247
199.83721;3.29447627
199.844161;0.0908086068
199.851111;-5.91050046
199.858061;-7.14842577
199.865011;-4.70480661
